age,dataset,bfis_O_newidea,bfis_O_apprart,bfis_O_highima,bfis_C_worktho,bfis_C_taskeff,bfis_C_ratlazy,bfis_E_talkati,bfis_E_sociabl,bfis_E_reserve,bfis_A_harshwo,bfis_A_ablefor,bfis_A_conside,bfis_N_worries,bfis_N_nervous,bfis_N_relaxed
44,sels,7,7,8,8,8,6,8,8,4,5,8,9,8,6,3
64,sels,4,8,4,8,9,8,7,8,2,10,7,9,1,1,2
53,sels,5,4,7,8,10,8,5,9,8,7,8,5,3,1,0
37,sels,7,3,7,9,5,3,4,4,2,8,6,9,4,5,4
45,sels,5,2,3,8,7,9,8,4,3,9,8,9,1,9,5
55,sels,5,8,2,9,9,9,6,7,1,9,7,8,7,7,4
41,sels,10,8,9,10,9,8,10,5,1,9,5,9,5,0,1
61,sels,5,10,5,10,7,10,10,6,9,2,5,7,2,1,6
71,sels,5,0,4,9,10,9,4,6,2,2,3,7,9,7,7
55,sels,4,8,5,8,8,9,5,6,4,9,8,8,8,4,4
48,sels,10,0,10,10,0,10,10,10,10,1,10,10,10,0,0
55,sels,8,10,10,10,10,10,10,10,7,3,10,8,5,3,2
61,sels,5,2,5,8,8,9,8,5,3,4,9,8,7,2,2
40,sels,9,8,10,10,10,2,5,5,0,2,5,4,4,7,2
57,sels,7,1,2,10,10,9,5,0,0,10,9,10,8,2,10
40,sels,1,10,9,10,8,0,7,10,0,9,10,10,7,1,1
20,sels,10,10,9,9,8,7,6,8,4,1,6,8,10,10,3
52,sels,10,10,10,10,10,10,10,5,5,0,5,8,4,1,0
64,sels,6,10,9,5,3,2,5,2,7,8,8,3,7,3,4
47,sels,6,6,5,7,7,7,6,5,4,7,6,9,6,5,5
73,sels,1,4,3,5,3,5,3,6,6,7,5,6,3,4,6
58,sels,8,4,8,8,8,10,10,10,8,7,9,10,1,0,1
30,sels,7,7,7,8,7,8,8,7,7,8,7,8,7,3,3
67,sels,3,9,8,10,8,10,7,5,0,10,10,10,10,5,3
61,sels,5,3,6,7,7,5,7,7,4,9,9,8,7,2,3
69,sels,4,10,10,9,10,0,4,4,0,10,0,10,0,10,6
54,sels,7,10,10,8,10,1,8,6,4,10,8,10,2,0,0
40,sels,6,8,8,8,6,9,8,9,6,7,6,8,6,4,5
68,sels,8,3,8,4,7,2,6,3,6,3,7,5,6,3,2
35,sels,7,2,2,9,7,9,9,8,7,1,4,4,5,4,8
74,sels,8,7,7,10,9,8,6,7,7,3,9,5,3,5,1
999,sels,7,6,8,9,8,9,6,5,2,7,8,8,3,3,3
45,sels,6,7,9,5,8,8,8,6,8,7,8,6,2,2,2
55,sels,10,9,10,9,9,10,9,9,5,5,9,9,5,5,3
57,sels,3,3,5,7,7,8,5,5,3,7,7,5,7,5,8
39,sels,3,10,7,10,8,7,6,8,5,10,10,10,10,0,3
73,sels,1,6,2,8,8,10,4,5,1,10,5,7,5,2,5
61,sels,5,1,7,9,9,1,7,9,5,10,1,9,1,5,7
38,sels,6,7,7,8,5,6,6,5,3,8,7,8,5,3,4
48,sels,7,9,9,9,8,4,6,7,3,3,8,9,8,6,3
44,sels,7,6,10,10,10,10,8,5,0,5,10,7,8,8,2
51,sels,3,1,3,5,8,9,5,5,5,5,5,5,6,5,4
71,sels,4,5,5,7,6,10,8,6,7,8,6,8,1,2,2
35,sels,7,0,9,10,9,10,10,8,5,5,10,10,9,7,3
19,sels,10,8,5,9,8,10,10,10,2,10,10,10,10,9,5
75,sels,5,2,5,10,7,9,9,9,7,1,5,8,8,2,4
33,sels,6,5,5,10,8,7,10,8,8,3,8,10,8,4,2
67,sels,5,6,5,10,7,2,8,7,3,1,4,6,6,7,4
33,sels,9,10,9,8,9,5,8,9,3,4,9,9,9,5,2
34,sels,1,0,1,10,10,10,8,2,6,10,4,10,10,10,8
50,sels,4,8,5,10,8,9,8,8,4,9,8,10,3,8,6
45,sels,10,10,10,5,7,10,8,6,8,5,4,9,0,10,5
48,sels,6,4,9,8,7,10,8,9,3,7,10,10,3,2,2
31,sels,7,6,8,10,10,10,9,9,7,3,10,8,5,8,6
42,sels,5,6,4,8,8,4,2,7,7,8,8,8,5,2,2
27,sels,6,5,6,9,8,10,7,7,7,5,7,7,2,5,2
65,sels,8,7,8,8,7,7,5,5,3,6,9,7,6,4,3
80,sels,8,6,9,8,7,2,9,5,5,9,7,9,9,2,2
25,sels,5,6,5,8,8,9,8,5,4,9,8,10,3,2,0
69,sels,5,5,8,10,10,10,6,5,0,10,8,10,5,5,3
59,sels,8,2,8,9,9,9,9,8,4,4,10,9,5,1,1
35,sels,9,8,9,8,7,4,10,10,7,7,9,8,6,8,5
58,sels,8,5,5,10,10,10,5,5,2,8,4,3,2,1,1
49,sels,6,6,5,8,8,8,8,8,5,8,8,9,9,6,3
35,sels,10,10,10,8,7,7,7,5,5,8,3,10,8,8,8
24,sels,6,7,6,5,7,8,6,4,3,2,8,7,4,6,5
74,sels,2,6,8,8,6,10,5,0,2,10,9,10,2,2,3
22,sels,6,10,4,6,10,0,6,8,3,7,7,9,10,10,7
999,sels,5,9,8,10,5,10,5,4,6,2,9,8,5,4,6
49,sels,9,8,6,7,9,10,9,10,10,2,8,6,6,2,6
48,sels,7,8,8,8,8,8,5,6,5,8,8,8,2,5,4
40,sels,6,6,3,8,9,10,6,6,2,8,9,9,4,8,7
65,sels,10,8,10,10,10,9,8,8,5,4,9,7,3,7,4
71,sels,5,5,6,10,9,10,7,7,2,6,8,9,7,8,2
47,sels,6,8,2,9,9,9,3,4,1,5,9,8,4,3,3
68,sels,5,1,6,10,10,10,8,9,4,10,8,7,8,1,2
44,sels,5,3,4,9,8,5,6,7,3,5,4,7,8,3,4
42,sels,8,10,8,10,7,8,10,10,9,10,8,10,7,8,8
33,sels,6,3,10,8,8,5,6,5,0,6,10,8,7,4,2
43,sels,6,3,8,7,9,10,8,8,7,3,8,8,8,8,9
42,sels,8,1,4,7,8,9,8,7,8,8,1,2,1,1,2
42,sels,2,1,2,10,10,10,8,8,5,7,9,9,5,1,2
69,sels,7,9,10,9,9,9,10,9,7,6,9,7,6,4,3
62,sels,8,10,8,10,7,7,5,9,5,4,10,10,8,6,5
67,sels,7,8,8,8,8,5,7,6,2,9,9,9,2,5,2
51,sels,6,8,7,6,7,2,6,6,5,3,3,6,3,2,2
35,sels,7,5,7,10,9,9,8,9,7,7,8,8,3,2,1
999,sels,4,5,5,6,6,7,7,5,3,10,9,9,2,6,5
49,sels,1,10,2,10,9,10,8,8,5,2,3,9,3,2,7
30,sels,3,3,5,10,9,7,7,6,3,10,7,9,8,9,8
56,sels,8,9,9,8,9,3,5,8,4,8,7,9,10,3,4
65,sels,5,2,5,6,8,2,8,8,5,2,5,5,5,5,5
74,sels,8,8,9,8,8,8,5,8,2,7,4,8,9,5,4
29,sels,7,6,6,8,7,9,10,7,7,1,9,7,7,1,2
41,sels,5,7,6,9,8,7,7,5,6,8,7,8,6,4,5
75,sels,7,10,9,8,7,5,9,8,2,9,9,9,5,5,3
51,sels,6,7,7,6,7,8,9,8,7,5,8,6,6,3,4
33,sels,7,5,6,8,7,6,7,8,4,2,7,7,3,1,2
65,sels,9,10,9,10,10,10,9,10,1,1,8,10,9,10,2
59,sels,7,5,7,8,7,10,5,8,3,4,10,8,2,2,3
45,sels,6,10,8,10,8,10,4,8,9,9,7,10,6,1,2
80,sels,6,4,7,8,7,8,6,4,2,7,4,8,5,3,4
49,sels,5,7,5,8,6,7,6,5,4,7,7,6,4,4,5
50,sels,9,2,8,8,9,10,9,9,0,1,10,10,9,4,0
57,sels,8,9,9,9,9,9,9,10,2,5,7,10,7,6,2
27,sels,9,10,8,10,9,8,7,4,1,9,10,9,10,5,3
74,sels,2,8,5,7,8,10,8,3,3,10,3,9,8,6,5
20,sels,7,5,9,9,7,7,10,7,7,3,9,10,10,10,3
52,sels,8,8,9,10,9,10,8,9,6,10,8,10,7,5,2
48,sels,5,5,7,8,7,8,4,3,3,3,7,8,8,6,5
68,sels,5,5,5,8,8,9,7,7,9,8,7,7,3,0,1
45,sels,8,9,9,9,9,9,9,9,8,9,9,9,8,9,9
74,sels,5,1,6,7,8,7,8,9,5,8,9,9,5,3,3
30,sels,10,10,3,10,10,10,10,10,7,10,10,10,0,5,0
49,sels,6,4,6,8,8,6,8,7,3,2,8,8,8,7,3
31,sels,8,3,6,9,9,9,8,6,5,3,8,7,8,5,4
46,sels,2,5,4,10,9,7,6,5,1,9,9,9,0,3,3
55,sels,6,7,5,7,8,7,9,9,9,4,9,9,4,2,2
40,sels,1,0,1,9,5,3,8,7,5,9,5,9,5,5,5
47,sels,9,7,7,8,9,9,8,9,5,2,9,9,2,3,1
71,sels,5,5,5,8,8,5,5,5,5,5,5,8,1,8,2
58,sels,7,10,9,7,8,5,7,8,4,7,8,7,5,10,9
72,sels,9,0,7,7,8,8,7,6,8,1,9,3,7,2,1
64,sels,8,9,8,9,9,8,8,7,2,5,8,7,9,8,3
53,sels,3,4,7,10,10,10,8,6,5,0,10,5,10,4,8
999,sels,8,8,9,8,9,9,9,8,5,9,8,9,5,2,2
20,sels,7,2,7,8,8,2,2,2,1,5,10,7,6,10,8
25,sels,5,3,9,10,8,3,7,6,8,2,8,7,9,7,4
50,sels,6,5,6,8,9,3,8,7,5,5,9,6,8,5,4
52,sels,10,1,7,8,9,10,10,9,8,7,5,6,2,1,2
30,sels,7,9,7,8,8,3,2,3,2,10,8,8,6,1,4
44,sels,4,4,5,7,6,8,6,4,5,8,8,7,2,3,5
73,sels,4,4,4,4,4,6,4,4,6,6,4,4,4,4,6
35,sels,3,4,5,4,4,5,6,4,6,6,6,3,6,5,4
43,sels,5,5,6,9,9,7,5,5,3,7,7,7,3,3,3
20,sels,3,10,6,6,9,6,6,9,8,8,8,8,8,7,5
53,sels,6,5,6,9,9,9,7,5,8,7,6,7,6,6,5
57,sels,7,9,9,10,10,9,6,5,3,8,10,9,2,2,4
73,sels,6,5,5,6,5,5,6,6,3,9,9,7,3,5,7
54,sels,10,5,10,10,10,10,10,10,10,0,10,10,2,1,2
66,sels,9,5,10,10,9,10,10,10,10,7,10,7,0,2,3
63,sels,9,10,10,10,10,8,9,10,9,8,10,10,1,3,2
22,sels,9,5,7,8,9,5,8,9,4,4,8,8,7,5,4
78,sels,2,5,9,9,9,9,5,8,5,5,8,9,5,2,1
60,sels,6,7,5,8,6,2,7,7,5,8,7,8,9,3,1
74,sels,6,8,3,8,8,2,5,5,4,4,6,9,3,6,4
50,sels,7,4,5,7,8,4,7,6,3,4,6,8,5,5,3
76,sels,6,4,7,8,8,4,8,9,6,2,6,8,8,5,1
47,sels,9,1,5,10,9,10,10,10,1,7,10,9,8,5,1
35,sels,7,9,8,10,10,9,9,5,2,8,10,10,9,7,5
23,sels,3,7,3,10,9,9,7,4,4,6,10,8,9,7,5
78,sels,5,5,7,5,5,5,4,5,6,5,5,5,7,5,5
30,sels,6,6,7,8,6,7,8,8,6,6,8,8,8,8,4
51,sels,8,3,7,8,8,8,8,8,8,5,8,7,4,3,2
48,sels,5,3,8,9,8,10,9,9,3,6,7,8,5,7,2
54,sels,9,9,10,7,8,10,3,2,0,10,3,9,6,9,7
18,sels,7,5,5,9,5,6,8,4,5,5,9,5,7,5,5
50,sels,9,5,10,7,7,8,7,8,5,10,1,9,2,4,5
65,sels,6,3,6,9,10,10,8,3,3,3,6,6,7,7,6
28,sels,5,8,7,10,8,5,7,6,2,10,9,8,6,7,6
53,sels,2,10,10,8,9,5,8,2,1,8,9,9,9,2,6
77,sels,4,9,9,5,5,8,7,5,6,8,8,8,7,5,7
52,sels,6,7,5,9,8,9,9,9,3,5,7,7,6,5,4
54,sels,5,4,5,8,7,5,6,7,2,6,5,6,7,5,4
52,sels,7,6,7,9,9,10,9,8,5,7,5,8,1,2,2
62,sels,8,5,7,10,10,10,8,8,5,10,5,10,10,9,2
28,sels,6,6,10,8,8,8,4,1,1,8,7,10,8,5,4
34,sels,8,9,5,9,4,7,10,8,2,8,10,9,8,6,3
51,sels,3,5,3,9,7,6,6,5,3,8,7,9,3,2,4
33,sels,4,9,7,10,10,9,10,9,4,5,8,9,7,2,1
60,sels,5,0,6,9,10,10,10,9,2,9,10,10,10,7,1
35,sels,8,8,7,7,8,8,8,7,6,5,9,8,6,7,4
67,sels,7,8,9,0,9,10,8,9,7,8,10,10,8,2,1
49,sels,8,6,10,9,9,10,4,6,1,5,6,9,6,7,6
52,sels,1,8,2,8,8,4,5,9,5,1,4,10,4,8,4
20,sels,4,2,5,7,6,6,8,9,7,9,9,10,6,7,6
52,sels,6,7,5,9,8,9,7,5,7,7,9,8,3,2,4
61,sels,8,10,10,10,10,10,10,10,2,4,6,8,8,6,2
51,sels,9,7,8,8,8,2,9,9,4,3,10,10,2,7,3
23,sels,5,3,5,8,9,4,9,8,5,5,4,10,10,8,5
39,sels,6,0,3,10,6,8,6,2,4,6,6,6,9,5,5
63,sels,4,8,8,9,9,2,9,4,2,9,1,9,8,8,6
31,sels,7,2,4,10,10,5,8,8,4,10,8,9,7,6,6
60,sels,9,5,8,9,8,6,9,9,2,1,9,9,9,6,6
25,sels,7,5,4,8,7,5,8,9,7,4,6,8,7,5,3
55,sels,6,7,5,8,8,9,5,5,5,7,6,8,3,1,1
76,sels,7,10,9,8,7,8,9,10,8,8,9,8,2,4,1
68,sels,5,5,4,10,9,10,10,10,7,10,1,10,8,3,6
37,sels,7,3,3,9,10,10,7,8,7,8,7,10,5,3,6
56,sels,7,8,7,10,9,3,5,5,1,3,8,9,9,9,5
25,sels,2,0,4,8,8,7,7,6,6,8,9,9,5,0,3
57,sels,5,8,8,8,4,9,7,7,5,9,7,7,7,7,6
18,sels,0,0,0,0,0,10,0,0,10,10,0,0,0,0,10
27,sels,7,2,8,8,9,6,6,2,2,3,5,9,9,8,3
62,sels,6,8,5,8,8,10,8,9,8,4,10,8,3,3,2
63,sels,5,8,7,10,8,10,6,6,0,9,9,10,9,4,3
36,sels,5,9,8,8,8,8,8,9,5,8,8,9,6,3,4
49,sels,7,2,8,9,8,9,7,7,4,9,9,6,4,2,3
70,sels,7,8,8,10,10,10,8,7,3,7,7,8,4,2,3
18,sels,7,9,9,9,7,3,9,10,6,8,10,9,8,8,3
64,sels,4,1,3,10,7,10,5,3,6,9,7,7,3,4,5
37,sels,5,0,5,10,8,2,10,7,3,1,6,8,7,6,5
56,sels,6,9,9,7,8,2,3,4,6,5,4,7,2,5,7
51,sels,7,10,9,8,8,9,7,5,3,8,6,9,2,1,3
39,sels,3,5,5,7,7,6,3,8,1,8,8,8,10,5,6
31,sels,8,7,8,8,7,8,8,9,7,8,9,10,4,5,5
68,sels,7,6,6,8,8,7,8,7,5,7,8,8,3,2,2
48,sels,7,6,8,8,8,10,9,8,8,5,8,8,8,3,2
32,sels,8,7,6,9,9,7,9,8,8,1,8,9,7,4,8
32,sels,7,8,9,7,5,8,9,9,4,7,10,3,8,9,6
43,sels,10,10,10,7,10,10,10,10,10,10,10,10,0,0,0
77,sels,3,4,3,8,8,8,7,1,4,8,7,5,3,2,7
43,sels,9,3,10,10,10,10,10,10,10,1,10,10,7,4,4
20,sels,4,8,9,8,8,9,5,4,2,8,6,9,4,8,3
44,sels,10,10,10,7,8,10,10,8,6,7,5,8,4,6,3
20,sels,7,8,6,9,9,8,7,6,3,7,7,8,10,7,4
22,sels,3,6,10,8,6,3,7,6,2,3,10,8,10,6,2
72,sels,10,10,10,10,7,5,10,6,3,10,5,10,10,8,2
35,sels,6,8,7,10,7,9,10,5,7,7,8,9,2,6,7
26,sels,7,5,6,7,5,1,6,10,2,2,9,10,3,7,2
40,sels,6,2,9,8,7,8,8,5,9,3,8,9,3,2,1
48,sels,5,6,3,9,9,9,2,3,7,7,10,6,2,6,4
71,sels,2,5,3,3,4,8,3,4,7,8,2,4,3,2,6
63,sels,6,8,5,8,7,2,8,7,3,4,4,7,5,6,5
27,sels,8,9,10,3,7,4,8,8,4,3,8,9,8,8,4
66,sels,9,2,10,8,9,10,6,9,1,4,2,9,8,4,4
71,sels,4,5,8,8,8,10,4,4,3,5,5,8,8,2,5
19,sels,7,5,5,7,6,9,7,9,2,7,9,7,8,6,5
40,sels,6,6,4,7,7,5,4,7,3,8,7,5,1,2,0
78,sels,5,3,6,8,7,9,7,5,5,8,8,7,3,3,5
44,sels,6,3,8,10,9,8,8,5,7,6,4,6,5,6,7
71,sels,5,3,5,6,8,8,6,8,2,10,8,8,8,0,3
57,sels,5,2,5,9,9,9,9,5,7,9,5,2,2,7,4
36,sels,5,6,9,7,3,3,8,3,2,9,9,9,9,4,5
26,sels,5,7,3,10,10,10,5,7,0,5,3,9,7,3,3
67,sels,5,2,6,5,8,5,8,8,5,5,8,8,8,2,2
47,sels,1,1,2,8,9,9,3,3,7,8,9,8,6,2,7
52,sels,8,5,9,8,8,10,8,9,3,3,9,9,8,6,2
47,sels,3,0,6,0,9,10,0,0,1,10,0,9,2,8,5
59,sels,6,7,8,8,7,9,5,2,3,6,4,6,1,2,5
51,sels,8,5,6,10,9,10,10,6,4,4,8,10,6,5,1
47,sels,5,2,2,10,9,9,4,3,1,9,10,9,3,6,2
49,sels,5,8,7,8,9,10,6,10,8,9,9,9,5,2,4
69,sels,5,10,8,5,8,10,9,8,5,10,9,8,2,1,0
51,sels,9,8,8,10,9,9,7,7,3,8,8,8,8,3,1
60,sels,7,4,6,8,8,8,8,7,7,6,9,7,5,8,1
21,sels,8,10,7,10,9,8,8,4,2,8,8,10,6,6,5
66,sels,9,10,10,9,7,8,10,8,4,10,10,10,6,0,0
62,sels,10,10,10,5,7,2,7,6,5,1,10,9,3,3,4
76,sels,8,3,8,10,8,8,10,8,8,3,10,8,8,3,1
73,sels,6,8,8,10,10,10,8,6,2,6,8,10,8,7,2
51,sels,8,10,9,10,5,10,10,7,8,2,6,9,9,2,5
46,sels,4,6,7,8,8,5,8,7,5,7,9,10,1,5,3
60,sels,8,7,6,10,9,10,8,8,5,9,7,9,10,7,7
59,sels,6,7,8,8,9,9,8,8,4,4,10,7,9,8,4
51,sels,7,3,8,8,7,9,7,7,7,5,7,6,7,3,2
36,sels,9,10,7,10,9,8,10,10,6,0,8,10,7,1,3
41,sels,5,8,8,10,8,8,8,5,4,5,7,10,6,8,4
52,sels,5,5,8,8,9,10,6,5,5,9,10,9,7,3,3
68,sels,5,8,5,7,7,6,6,6,6,5,10,7,6,6,2
33,sels,10,10,10,10,10,10,10,10,10,10,9,10,0,0,0
77,sels,7,8,5,8,9,7,8,9,9,2,9,9,5,1,1
21,sels,1,1,0,7,9,5,4,4,0,10,9,10,2,6,0
28,sels,7,8,8,8,8,3,6,8,7,3,6,5,1,5,2
62,sels,7,3,8,8,8,5,8,7,7,3,5,7,4,7,0
70,sels,5,9,5,8,6,8,6,6,3,9,6,8,5,7,6
31,sels,9,8,7,9,9,7,9,8,3,1,8,6,8,8,3
54,sels,5,5,5,10,10,10,10,10,5,10,10,10,5,5,3
24,sels,2,2,2,10,8,0,1,1,1,5,6,8,8,9,8
73,sels,6,3,7,8,9,3,8,8,6,8,10,9,6,6,2
71,sels,9,2,8,10,9,9,8,8,1,1,5,9,8,5,4
26,sels,5,9,8,9,7,6,2,1,1,10,9,9,6,6,4
55,sels,7,6,6,8,9,8,10,8,7,8,7,8,5,0,2
58,sels,6,5,9,9,9,5,8,8,8,9,9,9,8,6,4
63,sels,8,6,5,8,5,5,10,10,8,9,10,8,8,5,6
45,sels,7,5,7,7,7,8,9,9,7,9,7,9,3,3,2
54,sels,5,1,6,8,7,3,7,5,2,6,5,8,6,8,7
58,sels,8,7,8,8,10,7,9,10,2,5,10,8,8,3,3
59,sels,5,9,8,8,9,9,8,7,8,2,3,8,8,6,5
48,sels,7,10,10,8,7,8,10,10,4,3,10,10,10,7,1
59,sels,7,6,6,9,7,8,9,7,4,4,6,6,6,4,5
56,sels,5,7,8,8,9,10,8,8,5,9,8,7,1,1,5
73,sels,8,8,9,9,9,10,10,8,2,10,10,9,9,3,2
56,sels,2,5,2,10,10,2,5,8,5,2,10,5,6,9,3
60,sels,7,8,6,8,6,8,5,10,2,9,3,8,8,6,8
58,sels,6,7,9,10,10,10,7,7,2,3,9,8,8,4,2
57,sels,9,5,10,8,9,8,8,9,7,3,8,5,5,8,2
51,sels,6,2,9,8,7,5,10,9,8,6,10,8,7,6,6
52,sels,7,2,7,7,7,3,7,7,3,3,7,7,7,2,3
60,sels,8,5,7,10,10,10,8,8,8,8,9,8,10,8,9
57,sels,7,10,4,8,6,9,9,5,6,4,9,9,2,8,7
41,sels,8,3,5,9,8,9,10,9,8,2,6,5,10,8,5
70,sels,7,6,6,9,8,9,7,9,3,4,10,8,7,5,4
73,sels,7,6,6,8,8,5,8,7,5,5,5,7,8,5,5
51,sels,6,3,7,7,7,9,5,6,5,5,6,7,6,3,5
46,sels,3,1,5,8,7,9,5,3,5,8,5,5,5,2,5
999,sels,7,4,8,8,7,9,9,5,2,8,8,9,9,5,4
65,sels,4,9,9,10,9,5,8,8,1,10,8,9,6,6,2
20,sels,8,10,9,6,9,1,6,9,2,5,8,8,9,10,3
19,sels,6,10,7,10,7,8,2,0,1,5,5,7,8,5,9
50,sels,8,8,9,8,9,9,8,8,7,9,8,9,8,3,2
44,sels,6,9,7,8,6,7,5,6,4,7,8,8,8,8,8
71,sels,8,9,9,10,8,10,8,6,1,9,5,9,8,7,4
41,sels,5,7,6,6,5,6,6,5,5,7,7,6,3,3,6
79,sels,1,7,2,8,7,9,6,8,3,9,5,7,5,2,3
63,sels,5,4,7,9,8,3,9,8,6,6,5,6,2,2,1
40,sels,7,6,8,9,7,3,6,7,4,3,8,9,5,6,3
68,sels,10,7,7,9,9,10,9,9,1,7,9,9,4,2,1
49,sels,5,6,5,8,8,8,6,4,5,7,5,7,1,2,3
61,sels,5,0,3,10,10,10,5,7,3,5,10,5,0,8,1
23,sels,7,10,10,9,9,10,6,2,0,1,2,9,10,8,2
36,sels,6,3,7,2,5,2,1,2,3,6,7,6,2,3,3
44,sels,3,2,5,7,8,9,6,5,9,7,6,6,2,3,4
36,sels,9,8,10,7,8,10,9,10,10,9,8,9,4,2,2
23,sels,5,4,5,8,8,7,3,3,4,4,9,7,9,8,6
50,sels,7,10,10,10,9,10,8,8,1,4,6,10,10,7,5
66,sels,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
64,sels,7,9,8,8,8,3,5,9,2,4,9,9,8,1,2
25,sels,8,6,10,8,10,10,10,10,8,7,10,10,3,3,0
31,sels,5,8,6,8,10,8,10,7,1,5,8,9,10,5,0
38,sels,8,10,9,10,9,5,10,8,4,7,10,9,2,3,3
47,sels,7,8,7,4,5,4,7,7,5,6,9,10,3,4,4
29,sels,8,7,9,8,8,10,10,8,8,5,4,7,2,2,2
67,sels,3,5,4,7,7,9,6,2,3,10,8,9,5,4,5
51,sels,3,0,1,9,8,10,7,5,5,10,7,8,7,5,5
83,sels,5,8,8,8,8,9,8,9,7,9,10,8,1,1,2
50,sels,5,8,7,8,8,10,8,7,4,7,7,8,8,4,3
53,sels,9,10,10,9,9,10,9,10,0,3,5,10,5,4,1
62,sels,7,7,5,10,10,9,9,9,7,9,8,2,6,2,4
38,sels,6,7,7,6,8,8,3,7,3,6,7,7,5,5,3
51,sels,2,7,7,3,9,6,5,3,4,3,3,7,8,4,2
39,sels,9,6,9,9,10,10,7,5,10,0,10,5,9,9,3
27,sels,3,1,3,8,6,9,10,9,7,4,6,5,10,5,3
20,sels,7,7,7,9,7,7,7,10,3,7,7,9,10,8,6
26,sels,8,3,7,8,7,9,9,10,7,6,9,9,2,2,2
73,sels,4,8,8,10,9,2,8,8,2,10,10,10,1,1,4
47,sels,6,6,7,8,7,8,6,5,3,9,8,9,6,4,2
23,sels,7,0,10,10,10,10,10,10,10,0,5,7,8,0,2
34,sels,4,7,3,5,5,5,6,5,6,5,3,5,3,2,4
63,sels,7,8,7,9,9,10,7,5,3,10,7,9,9,5,3
62,sels,7,8,10,10,10,6,9,8,3,3,5,9,9,8,3
29,sels,5,9,1,10,10,8,7,7,3,3,7,5,9,1,1
39,sels,6,0,9,8,6,6,9,6,4,8,6,9,3,3,4
57,sels,2,2,2,6,3,3,2,2,1,5,9,2,9,8,9
23,sels,5,7,4,4,7,6,5,6,5,7,5,6,4,5,6
39,sels,8,9,9,5,9,8,7,8,5,3,8,7,3,6,1
42,sels,6,10,8,9,7,8,9,8,5,7,9,10,9,2,4
37,sels,5,1,6,9,9,2,6,6,4,9,2,9,7,2,4
20,sels,9,9,9,5,8,4,10,10,10,4,4,10,5,2,3
24,sels,7,6,8,7,6,4,7,7,5,6,7,8,4,6,5
44,sels,7,7,6,6,6,2,5,6,5,6,7,5,7,4,4
43,sels,8,9,10,8,8,10,8,7,7,10,8,10,5,5,3
53,sels,9,10,10,10,8,8,7,4,1,3,10,9,10,5,4
44,sels,5,5,6,10,9,10,8,7,4,10,10,9,7,8,6
22,sels,6,5,7,10,8,9,8,6,5,10,7,7,4,3,4
54,sels,4,5,6,10,9,10,8,3,6,9,10,9,4,1,3
60,sels,7,6,6,6,8,5,7,5,2,2,6,6,8,8,5
64,sels,4,4,4,8,6,9,7,3,5,4,5,6,4,3,3
24,sels,10,8,6,10,10,9,7,10,7,5,10,10,6,3,2
20,sels,6,8,7,10,9,9,10,10,9,5,10,9,7,3,6
63,sels,5,5,5,9,8,5,9,8,6,6,8,9,5,5,4
73,sels,10,10,10,10,10,10,10,10,10,7,10,10,10,0,5
22,sels,8,10,10,9,10,8,8,3,2,8,10,10,10,7,7
59,sels,8,5,5,10,10,10,8,8,5,10,10,10,0,0,0
45,sels,7,0,7,9,10,9,6,8,2,9,8,9,4,1,1
37,sels,9,7,9,8,8,8,8,9,2,8,8,9,4,3,1
51,sels,4,8,4,10,10,9,10,8,10,10,7,8,5,1,9
44,sels,6,7,5,8,6,3,8,9,7,2,9,7,7,3,2
52,sels,4,2,5,9,8,7,6,8,2,9,7,10,2,4,2
71,sels,8,8,8,8,9,9,9,7,1,10,9,9,2,2,2
77,sels,4,4,4,7,6,5,5,4,3,7,8,7,2,1,2
81,sels,1,5,3,9,7,8,4,2,2,5,4,5,8,5,7
56,sels,8,3,8,10,8,7,8,8,2,8,5,9,9,4,3
26,sels,9,6,9,8,6,7,6,6,5,5,7,8,7,5,6
42,sels,7,7,8,9,9,9,9,8,4,6,9,9,9,5,3
59,sels,8,7,7,6,7,8,6,6,5,5,6,6,7,6,6
64,sels,8,9,7,10,9,9,9,9,3,2,9,9,3,8,4
29,sels,3,0,9,10,8,7,7,5,7,3,4,7,7,6,2
25,sels,8,7,9,7,8,9,9,7,7,9,8,10,7,5,3
54,sels,6,8,5,10,8,10,5,5,4,8,8,8,3,2,2
45,sels,6,8,6,8,8,10,8,8,5,10,5,9,8,3,5
23,sels,6,2,10,9,7,5,8,6,4,2,9,7,4,5,4
32,sels,7,2,2,10,9,3,10,10,3,0,10,5,10,5,3
60,sels,5,8,6,8,4,5,9,8,4,9,7,8,6,3,3
50,sels,10,7,8,10,7,10,8,3,2,4,10,10,10,7,0
65,sels,5,0,4,9,9,9,9,9,9,1,6,9,7,5,5
48,sels,6,8,6,8,7,3,7,8,5,8,8,9,4,6,3
35,sels,9,10,7,10,9,10,7,8,8,7,9,8,9,7,3
57,sels,9,6,9,9,9,9,9,2,1,1,6,7,9,7,2
63,sels,5,2,5,7,7,8,5,2,3,8,6,7,7,1,3
66,sels,9,8,10,5,9,10,5,5,5,9,9,5,0,5,0
76,sels,9,5,5,8,7,10,4,3,1,8,10,9,1,8,2
35,sels,8,9,8,7,8,3,10,10,9,9,8,10,8,6,2
31,sels,3,8,4,10,8,7,3,5,4,10,4,6,9,4,6
37,sels,9,9,9,8,8,7,8,8,3,8,9,8,8,8,4
