outcome,trait,dataset,est,se,mod,Data,name,est_abs,pval,pval_text
poltr,Extraversion,bes,-0.012516371918727466,0.060399289180396,lowEdu,BES,Political trust,0.012516371918727466,0.8358324731351076,p =  0.84
knowledge,Agreeableness,bes,-0.015953541037049376,0.033418242716400925,lowEdu,BES,Knowledge,0.015953541037049376,0.6330843027801751,p =  0.63
ideology,Neuroticism,bes,-0.005968986329726976,0.030325842172406872,lowEdu,BES,Left-right ideology,0.005968986329726976,0.8439618429751609,p =  0.84
stfdem,Openness,bes,0.028755941018140066,0.028537039826764872,lowEdu,BES,Sat. democracy,0.028755941018140066,0.31361253984477283,p =  0.31
polintr,Conscientiousness,bes,0.06592782005779003,0.0255492694443826,lowEdu,BES,Interest,0.06592782005779003,0.009868050594255374,p < 0.01
poleff,Extraversion,bes,-0.024660300450026745,0.03113836101698546,lowEdu,BES,Efficacy,0.024660300450026745,0.4283846730161145,p =  0.43
involvement,Agreeableness,bes,-0.011856349272104895,0.02769675833145198,lowEdu,BES,Involvement,0.011856349272104895,0.6685949547284177,p =  0.67
polpar,Neuroticism,bes,-0.0059367201056026815,0.027987472764476575,lowEdu,BES,Participation,0.0059367201056026815,0.8320129324427132,p =  0.83
media,Openness,bes,0.03234225170930793,0.027519925400081444,lowEdu,BES,Media use,0.03234225170930793,0.23990256887746572,p =  0.24
poltr,Conscientiousness,bes,0.08408128808067303,0.05952026118182139,lowEdu,BES,Political trust,0.08408128808067303,0.15775870368336684,p =  0.16
knowledge,Extraversion,bes,1.2226860379948554e-4,0.03497910550931557,lowEdu,BES,Knowledge,1.2226860379948554e-4,0.9972110198028293,p =  1
ideology,Agreeableness,bes,-0.01871263086715899,0.028991069013526327,lowEdu,BES,Left-right ideology,0.01871263086715899,0.5186278924653563,p =  0.52
stfdem,Neuroticism,bes,-0.008236205402139296,0.027313546369282286,lowEdu,BES,Sat. democracy,0.008236205402139296,0.7630005580701087,p =  0.76
polintr,Openness,bes,-0.02814663260204237,0.025803136754810118,lowEdu,BES,Interest,0.02814663260204237,0.27535115668526894,p =  0.28
poleff,Conscientiousness,bes,0.02585623677672167,0.030861621232065352,lowEdu,BES,Efficacy,0.02585623677672167,0.40213629503705745,p =  0.4
involvement,Extraversion,bes,-0.03661566219708543,0.03034861420537371,lowEdu,BES,Involvement,0.03661566219708543,0.22762400793443288,p =  0.23
polpar,Agreeableness,bes,0.026150923257021005,0.027384692694922923,lowEdu,BES,Participation,0.026150923257021005,0.33960462696712207,p =  0.34
media,Neuroticism,bes,-0.0448066108996405,0.02648358826355128,lowEdu,BES,Media use,0.0448066108996405,0.09067204188653047,p =  0.09
poltr,Openness,bes,-0.059199087422525144,0.06094816520664155,lowEdu,BES,Political trust,0.059199087422525144,0.33139780973252925,p =  0.33
knowledge,Conscientiousness,bes,0.08044431770464562,0.03445136642187896,lowEdu,BES,Knowledge,0.08044431770464562,0.01954284891640161,p =  0.02
ideology,Extraversion,bes,0.06142081334039666,0.03125850654621394,lowEdu,BES,Left-right ideology,0.06142081334039666,0.04942220636008415,p =  0.05
stfdem,Agreeableness,bes,-0.0047767835286297525,0.02637161138624803,lowEdu,BES,Sat. democracy,0.0047767835286297525,0.8562627528601836,p =  0.86
polintr,Neuroticism,bes,-0.01773234299273794,0.024781043268212056,lowEdu,BES,Interest,0.01773234299273794,0.4742625896665671,p =  0.47
poleff,Openness,bes,0.01708703859874583,0.031233107372490878,lowEdu,BES,Efficacy,0.01708703859874583,0.5843231072977046,p =  0.58
involvement,Conscientiousness,bes,0.10347899581541262,0.03027399321010833,lowEdu,BES,Involvement,0.10347899581541262,6.306406907494737e-4,p < 0.01
polpar,Extraversion,bes,0.011958717384255762,0.02958572100588689,lowEdu,BES,Participation,0.011958717384255762,0.6860614547226958,p =  0.69
media,Agreeableness,bes,-0.044125795065211894,0.025504661757363795,lowEdu,BES,Media use,0.044125795065211894,0.08361115122714483,p =  0.08
poltr,Neuroticism,bes,-0.05859178652223559,0.05747925891929871,lowEdu,BES,Political trust,0.05859178652223559,0.3080343249741531,p =  0.31
knowledge,Openness,bes,0.05107058475527698,0.0347938354145173,lowEdu,BES,Knowledge,0.05107058475527698,0.14215704926551703,p =  0.14
ideology,Conscientiousness,bes,-0.061829774413720166,0.031241498555287777,lowEdu,BES,Left-right ideology,0.061829774413720166,0.04780574070816023,p =  0.05
stfdem,Extraversion,bes,0.03231905989502307,0.028747385515014542,lowEdu,BES,Sat. democracy,0.03231905989502307,0.260909760893829,p =  0.26
polintr,Agreeableness,bes,-0.022041399630246004,0.023735615241376393,lowEdu,BES,Interest,0.022041399630246004,0.35308534112709494,p =  0.35
poleff,Neuroticism,bes,0.020498165076837934,0.02941755088856836,lowEdu,BES,Efficacy,0.020498165076837934,0.48592763382069976,p =  0.49
involvement,Openness,bes,-0.052554377603409544,0.030180127518066438,lowEdu,BES,Involvement,0.052554377603409544,0.08162101310146636,p =  0.08
polpar,Conscientiousness,bes,0.1353296645147712,0.029264968680626932,lowEdu,BES,Participation,0.1353296645147712,3.7588600098468083e-6,p < 0.01
media,Extraversion,bes,0.0381010081769188,0.027800445907366696,lowEdu,BES,Media use,0.0381010081769188,0.17052529800559332,p =  0.17
poltr,Agreeableness,bes,-9.777193952056457e-4,0.05529588833805818,lowEdu,BES,Political trust,9.777193952056457e-4,0.9858928649676877,p =  0.99
knowledge,Neuroticism,bes,-0.08811212965275514,0.03337260193066814,lowEdu,BES,Knowledge,0.08811212965275514,0.008284402972519665,p < 0.01
ideology,Openness,liss,0.1582215000365021,0.0783334810524984,lowEdu,LISS,Left-right ideology,0.1582215000365021,0.04339945451532039,p =  0.04
stfdem,Conscientiousness,liss,-0.01093536948210577,0.07114091215564047,lowEdu,LISS,Sat. democracy,0.01093536948210577,0.877835075872002,p =  0.88
polintr,Extraversion,liss,0.05621690001522945,0.07057121053067364,lowEdu,LISS,Interest,0.05621690001522945,0.42568441709744603,p =  0.43
poleff,Agreeableness,liss,0.056009123355979705,0.07546439715092082,lowEdu,LISS,Efficacy,0.056009123355979705,0.45797060145669244,p =  0.46
involvement,Neuroticism,liss,0.029740410693776805,0.07404932365263155,lowEdu,LISS,Involvement,0.029740410693776805,0.6879565384517932,p =  0.69
polpar,Openness,liss,-0.1894525959233476,0.0807527975527089,lowEdu,LISS,Participation,0.1894525959233476,0.01897198907347647,p =  0.02
media,Conscientiousness,liss,-0.023908615117611238,0.06824696605450195,lowEdu,LISS,Media use,0.023908615117611238,0.7260948412035789,p =  0.73
poltr,Extraversion,liss,0.06125262079282913,0.07172108190705459,lowEdu,LISS,Political trust,0.06125262079282913,0.3930832283365198,p =  0.39
knowledge,Agreeableness,liss,NA,NA,lowEdu,LISS,Knowledge,NA,NA,p =  NA
ideology,Neuroticism,liss,0.07788046755247542,0.0877719431372287,lowEdu,LISS,Left-right ideology,0.07788046755247542,0.3749148152600738,p =  0.37
stfdem,Openness,liss,-0.14013403821834083,0.0733872786952643,lowEdu,LISS,Sat. democracy,0.14013403821834083,0.05619581372210303,p =  0.06
polintr,Conscientiousness,liss,-0.07359094896362656,0.0682315618106654,lowEdu,LISS,Interest,0.07359094896362656,0.28078970152016314,p =  0.28
poleff,Extraversion,liss,0.011093065986814251,0.07009045644018914,lowEdu,LISS,Efficacy,0.011093065986814251,0.8742457392160222,p =  0.87
involvement,Agreeableness,liss,-0.041856092324804264,0.07583154953449485,lowEdu,LISS,Involvement,0.041856092324804264,0.580974762798534,p =  0.58
polpar,Neuroticism,liss,-0.050612016324750556,0.08313154778726321,lowEdu,LISS,Participation,0.050612016324750556,0.5426448127885737,p =  0.54
media,Openness,liss,0.10245687066111887,0.06966560972573713,lowEdu,LISS,Media use,0.10245687066111887,0.14137359273815225,p =  0.14
poltr,Conscientiousness,liss,-0.029342230876528794,0.06967593970268912,lowEdu,LISS,Political trust,0.029342230876528794,0.6736643229072661,p =  0.67
knowledge,Extraversion,liss,NA,NA,lowEdu,LISS,Knowledge,NA,NA,p =  NA
ideology,Agreeableness,liss,0.3077512342402827,0.09001893507158532,lowEdu,LISS,Left-right ideology,0.3077512342402827,6.29120657331494e-4,p < 0.01
stfdem,Neuroticism,liss,-0.1593197646128852,0.07871098613822756,lowEdu,LISS,Sat. democracy,0.1593197646128852,0.042958742845506166,p =  0.04
polintr,Openness,liss,0.09719756225513786,0.0679431944979891,lowEdu,LISS,Interest,0.09719756225513786,0.15255320985718543,p =  0.15
poleff,Conscientiousness,liss,-0.04285184879021809,0.06822062895769604,lowEdu,LISS,Efficacy,0.04285184879021809,0.5299146999156927,p =  0.53
involvement,Extraversion,liss,-0.09385671277915554,0.07064927304093647,lowEdu,LISS,Involvement,0.09385671277915554,0.18401693900758637,p =  0.18
polpar,Agreeableness,liss,0.0754756636807894,0.08565312071609207,lowEdu,LISS,Participation,0.0754756636807894,0.37822137064155986,p =  0.38
media,Neuroticism,liss,0.07012180373037759,0.07338415127936915,lowEdu,LISS,Media use,0.07012180373037759,0.33930253956434403,p =  0.34
poltr,Openness,liss,-0.07640401246817503,0.07141579435677048,lowEdu,LISS,Political trust,0.07640401246817503,0.28468793606457815,p =  0.28
knowledge,Conscientiousness,liss,NA,NA,lowEdu,LISS,Knowledge,NA,NA,p =  NA
ideology,Extraversion,liss,0.08971165681559559,0.08019107272716695,lowEdu,LISS,Left-right ideology,0.08971165681559559,0.2632580139790183,p =  0.26
stfdem,Agreeableness,liss,0.027230993181171868,0.08368826956456175,lowEdu,LISS,Sat. democracy,0.027230993181171868,0.7448889327277897,p =  0.74
polintr,Neuroticism,liss,-0.11086241951685688,0.07354573502148695,lowEdu,LISS,Interest,0.11086241951685688,0.1317096267768341,p =  0.13
poleff,Openness,liss,-0.07985094780272178,0.06622514493482622,lowEdu,LISS,Efficacy,0.07985094780272178,0.22791402026641147,p =  0.23
involvement,Conscientiousness,liss,-0.02084106617117365,0.06856694249764937,lowEdu,LISS,Involvement,0.02084106617117365,0.7611643841715179,p =  0.76
polpar,Extraversion,liss,-0.05088775646282114,0.08375715338907623,lowEdu,LISS,Participation,0.05088775646282114,0.5434772749211595,p =  0.54
media,Agreeableness,liss,0.00936446066141509,0.07557390901602691,lowEdu,LISS,Media use,0.00936446066141509,0.9013855126172428,p =  0.9
poltr,Neuroticism,liss,-0.12234061799223679,0.07526918166184099,lowEdu,LISS,Political trust,0.12234061799223679,0.1040827591160159,p =  0.1
knowledge,Openness,liss,NA,NA,lowEdu,LISS,Knowledge,NA,NA,p =  NA
ideology,Conscientiousness,liss,0.17324188365296495,0.07838025322278558,lowEdu,LISS,Left-right ideology,0.17324188365296495,0.027086109599487943,p =  0.03
stfdem,Extraversion,liss,0.04168048181111827,0.07401265592617016,lowEdu,LISS,Sat. democracy,0.04168048181111827,0.5733304042643175,p =  0.57
polintr,Agreeableness,liss,0.031602637871072176,0.07566914820628684,lowEdu,LISS,Interest,0.031602637871072176,0.6762086572662516,p =  0.68
poleff,Neuroticism,liss,-0.0052844702298261445,0.07300322692191946,lowEdu,LISS,Efficacy,0.0052844702298261445,0.9422940866584615,p =  0.94
involvement,Openness,liss,-0.16421548783477635,0.06940698202434266,lowEdu,LISS,Involvement,0.16421548783477635,0.017982446255849813,p =  0.02
polpar,Conscientiousness,liss,-0.011043330607293062,0.08324410308748892,lowEdu,LISS,Participation,0.011043330607293062,0.8944606834384429,p =  0.89
media,Extraversion,liss,0.0368661764738269,0.07067860921138835,lowEdu,LISS,Media use,0.0368661764738269,0.6019467556432025,p =  0.6
poltr,Agreeableness,liss,0.14957854075789134,0.07794440636612221,lowEdu,LISS,Political trust,0.14957854075789134,0.05497909782259793,p =  0.05
knowledge,Neuroticism,liss,NA,NA,lowEdu,LISS,Knowledge,NA,NA,p =  NA
ideology,Openness,shp,0.05214579343560996,0.03688842100527908,lowEdu,SHP,Left-right ideology,0.05214579343560996,0.15747682085627404,p =  0.16
stfdem,Conscientiousness,shp,-0.023904817095444727,0.033672581713552016,lowEdu,SHP,Sat. democracy,0.023904817095444727,0.4777541545250148,p =  0.48
polintr,Extraversion,shp,-0.005925758970234564,0.03502617248418813,lowEdu,SHP,Interest,0.005925758970234564,0.8656543621203716,p =  0.87
poleff,Agreeableness,shp,NA,NA,lowEdu,SHP,Efficacy,NA,NA,p =  NA
involvement,Neuroticism,shp,NA,NA,lowEdu,SHP,Involvement,NA,NA,p =  NA
polpar,Openness,shp,-0.007594414520780504,0.042194848015146766,lowEdu,SHP,Participation,0.007594414520780504,0.857164813008088,p =  0.86
media,Conscientiousness,shp,NA,NA,lowEdu,SHP,Media use,NA,NA,p =  NA
poltr,Extraversion,shp,0.03393879553279104,0.03642368839854913,lowEdu,SHP,Political trust,0.03393879553279104,0.3514512096137939,p =  0.35
knowledge,Agreeableness,shp,NA,NA,lowEdu,SHP,Knowledge,NA,NA,p =  NA
ideology,Neuroticism,shp,0.017725240102695817,0.03791072175262854,lowEdu,SHP,Left-right ideology,0.017725240102695817,0.6401048781948618,p =  0.64
stfdem,Openness,shp,-0.026949423650136795,0.03447961078543421,lowEdu,SHP,Sat. democracy,0.026949423650136795,0.43444696129942983,p =  0.43
polintr,Conscientiousness,shp,-0.04148353198589301,0.032545523163194215,lowEdu,SHP,Interest,0.04148353198589301,0.20243988786472839,p =  0.2
poleff,Extraversion,shp,NA,NA,lowEdu,SHP,Efficacy,NA,NA,p =  NA
involvement,Agreeableness,shp,NA,NA,lowEdu,SHP,Involvement,NA,NA,p =  NA
polpar,Neuroticism,shp,-0.03634264165031121,0.04194033332119585,lowEdu,SHP,Participation,0.03634264165031121,0.386198476116092,p =  0.39
media,Openness,shp,NA,NA,lowEdu,SHP,Media use,NA,NA,p =  NA
poltr,Conscientiousness,shp,0.029471649223558882,0.033889865208974045,lowEdu,SHP,Political trust,0.029471649223558882,0.38450254500925,p =  0.38
knowledge,Extraversion,shp,NA,NA,lowEdu,SHP,Knowledge,NA,NA,p =  NA
ideology,Agreeableness,shp,0.05087992072335488,0.038101257084322056,lowEdu,SHP,Left-right ideology,0.05087992072335488,0.18174974025952065,p =  0.18
stfdem,Neuroticism,shp,-0.0937505521652433,0.03516631896189388,lowEdu,SHP,Sat. democracy,0.0937505521652433,0.007677822642042997,p < 0.01
polintr,Openness,shp,-0.03829529135900758,0.032825253154487095,lowEdu,SHP,Interest,0.03829529135900758,0.243355314647598,p =  0.24
poleff,Conscientiousness,shp,NA,NA,lowEdu,SHP,Efficacy,NA,NA,p =  NA
involvement,Extraversion,shp,NA,NA,lowEdu,SHP,Involvement,NA,NA,p =  NA
polpar,Agreeableness,shp,-2.649083027397191e-4,0.041786158832565735,lowEdu,SHP,Participation,2.649083027397191e-4,0.9949417502141901,p =  0.99
media,Neuroticism,shp,NA,NA,lowEdu,SHP,Media use,NA,NA,p =  NA
poltr,Openness,shp,0.010253976421670617,0.034682881002314724,lowEdu,SHP,Political trust,0.010253976421670617,0.7674977671246797,p =  0.77
knowledge,Conscientiousness,shp,NA,NA,lowEdu,SHP,Knowledge,NA,NA,p =  NA
ideology,Extraversion,shp,-0.03776670199674978,0.03945014839995886,lowEdu,SHP,Left-right ideology,0.03776670199674978,0.33840210643272767,p =  0.34
stfdem,Agreeableness,shp,-0.064749244664532,0.034384740502574083,lowEdu,SHP,Sat. democracy,0.064749244664532,0.05968941873195248,p =  0.06
polintr,Neuroticism,shp,0.036424289206818714,0.0340175965831733,lowEdu,SHP,Interest,0.036424289206818714,0.2842825461973016,p =  0.28
poleff,Openness,shp,NA,NA,lowEdu,SHP,Efficacy,NA,NA,p =  NA
involvement,Conscientiousness,shp,NA,NA,lowEdu,SHP,Involvement,NA,NA,p =  NA
polpar,Extraversion,shp,0.019393742923442498,0.04354385726881248,lowEdu,SHP,Participation,0.019393742923442498,0.6560421800260025,p =  0.66
media,Agreeableness,shp,NA,NA,lowEdu,SHP,Media use,NA,NA,p =  NA
poltr,Neuroticism,shp,-0.05539399511944949,0.035322200012872694,lowEdu,SHP,Political trust,0.05539399511944949,0.11682309725932707,p =  0.12
knowledge,Openness,shp,NA,NA,lowEdu,SHP,Knowledge,NA,NA,p =  NA
ideology,Conscientiousness,shp,0.042072666217666976,0.03696698068126296,lowEdu,SHP,Left-right ideology,0.042072666217666976,0.2550725670723145,p =  0.26
stfdem,Extraversion,shp,0.015462739311220913,0.03632498864764954,lowEdu,SHP,Sat. democracy,0.015462739311220913,0.6703426797082381,p =  0.67
polintr,Agreeableness,shp,-0.03398898211633369,0.033235707560711064,lowEdu,SHP,Interest,0.03398898211633369,0.30646644675965334,p =  0.31
poleff,Neuroticism,shp,NA,NA,lowEdu,SHP,Efficacy,NA,NA,p =  NA
involvement,Openness,shp,NA,NA,lowEdu,SHP,Involvement,NA,NA,p =  NA
polpar,Conscientiousness,shp,0.007614656281452095,0.04057894845577242,lowEdu,SHP,Participation,0.007614656281452095,0.8511507072993377,p =  0.85
media,Extraversion,shp,NA,NA,lowEdu,SHP,Media use,NA,NA,p =  NA
poltr,Agreeableness,shp,-0.025560923235363107,0.03452381468146969,lowEdu,SHP,Political trust,0.025560923235363107,0.45906626495423747,p =  0.46
knowledge,Neuroticism,shp,NA,NA,lowEdu,SHP,Knowledge,NA,NA,p =  NA
ideology,Openness,lapop,0.0039527644553775535,0.01328613581495024,lowEdu,LAPOP,Left-right ideology,0.0039527644553775535,0.7660768189611293,p =  0.77
stfdem,Conscientiousness,lapop,0.03400447977840684,0.011001440483795585,lowEdu,LAPOP,Sat. democracy,0.03400447977840684,0.001995430451564207,p < 0.01
polintr,Extraversion,lapop,-0.01102396337026054,0.011076994337525918,lowEdu,LAPOP,Interest,0.01102396337026054,0.319632917252863,p =  0.32
poleff,Agreeableness,lapop,-0.02304936810016139,0.011321639901423871,lowEdu,LAPOP,Efficacy,0.02304936810016139,0.041763578909809605,p =  0.04
involvement,Neuroticism,lapop,0.0019024693335096346,0.01130086687615735,lowEdu,LAPOP,Involvement,0.0019024693335096346,0.8663101408606894,p =  0.87
polpar,Openness,lapop,-0.01017182727095992,0.011118267074114974,lowEdu,LAPOP,Participation,0.01017182727095992,0.3602571291768895,p =  0.36
media,Conscientiousness,lapop,0.04643170068012313,0.011158956203621912,lowEdu,LAPOP,Media use,0.04643170068012313,3.169461427254182e-5,p < 0.01
poltr,Extraversion,lapop,-6.587670676623191e-4,0.011009157653231972,lowEdu,LAPOP,Political trust,6.587670676623191e-4,0.9522845811619451,p =  0.95
knowledge,Agreeableness,lapop,0.043475861487734815,0.012540141143334767,lowEdu,LAPOP,Knowledge,0.043475861487734815,5.264280410469811e-4,p < 0.01
ideology,Neuroticism,lapop,-0.012836348412668001,0.013397078616280436,lowEdu,LAPOP,Left-right ideology,0.012836348412668001,0.33798947649872974,p =  0.34
stfdem,Openness,lapop,-0.02513553548595296,0.011122273595862599,lowEdu,LAPOP,Sat. democracy,0.02513553548595296,0.023825731167501803,p =  0.02
polintr,Conscientiousness,lapop,0.00564567982384981,0.010677477535843083,lowEdu,LAPOP,Interest,0.00564567982384981,0.5969812537024747,p =  0.6
poleff,Extraversion,lapop,-0.01952290737803967,0.011621063085447476,lowEdu,LAPOP,Efficacy,0.01952290737803967,0.09296532901172248,p =  0.09
involvement,Agreeableness,lapop,0.016906863994464907,0.011334489848488475,lowEdu,LAPOP,Involvement,0.016906863994464907,0.13579619449012645,p =  0.14
polpar,Neuroticism,lapop,-0.005364889360378267,0.011133532261696243,lowEdu,LAPOP,Participation,0.005364889360378267,0.6298999469754345,p =  0.63
media,Openness,lapop,0.01636000223988014,0.01112377689583286,lowEdu,LAPOP,Media use,0.01636000223988014,0.14136585592750117,p =  0.14
poltr,Conscientiousness,lapop,0.016467715619606825,0.010574209154559804,lowEdu,LAPOP,Political trust,0.016467715619606825,0.11938806127316544,p =  0.12
knowledge,Extraversion,lapop,-0.01948955579223094,0.012831298104802937,lowEdu,LAPOP,Knowledge,0.01948955579223094,0.12878576392943217,p =  0.13
ideology,Agreeableness,lapop,0.05028725295405287,0.013256969402784641,lowEdu,LAPOP,Left-right ideology,0.05028725295405287,1.4867685605463138e-4,p < 0.01
stfdem,Neuroticism,lapop,-0.00922822512943402,0.011239063324300726,lowEdu,LAPOP,Sat. democracy,0.00922822512943402,0.4115979132753062,p =  0.41
polintr,Openness,lapop,-0.0022949530458806883,0.010723277266291036,lowEdu,LAPOP,Interest,0.0022949530458806883,0.8305345699775213,p =  0.83
poleff,Conscientiousness,lapop,-0.04014848028519806,0.011134856428013698,lowEdu,LAPOP,Efficacy,0.04014848028519806,3.1136339486345334e-4,p < 0.01
involvement,Extraversion,lapop,4.891958200297729e-4,0.011571503973474836,lowEdu,LAPOP,Involvement,4.891958200297729e-4,0.9662787519394855,p =  0.97
polpar,Agreeableness,lapop,0.003651682284940243,0.01113636792057977,lowEdu,LAPOP,Participation,0.003651682284940243,0.7429827081019805,p =  0.74
media,Neuroticism,lapop,-0.029738658834051857,0.011392186292598064,lowEdu,LAPOP,Media use,0.029738658834051857,0.009042490356058967,p < 0.01
poltr,Openness,lapop,0.013742261609357691,0.010678332087485472,lowEdu,LAPOP,Political trust,0.013742261609357691,0.19811882818135104,p =  0.2
knowledge,Conscientiousness,lapop,0.03752853554231517,0.012546052829738075,lowEdu,LAPOP,Knowledge,0.03752853554231517,0.002778266883287975,p < 0.01
ideology,Extraversion,lapop,0.022074485418322982,0.013756092361556851,lowEdu,LAPOP,Left-right ideology,0.022074485418322982,0.1085584973753116,p =  0.11
stfdem,Agreeableness,lapop,0.023997694690061026,0.011253024596518705,lowEdu,LAPOP,Sat. democracy,0.023997694690061026,0.03296124213943607,p =  0.03
polintr,Neuroticism,lapop,0.0049109308956729195,0.010831406141286526,lowEdu,LAPOP,Interest,0.0049109308956729195,0.6502626406973989,p =  0.65
poleff,Openness,lapop,0.016741236576790667,0.01126492672971642,lowEdu,LAPOP,Efficacy,0.016741236576790667,0.1372426017933608,p =  0.14
involvement,Conscientiousness,lapop,-0.013281955753421771,0.011173697095547353,lowEdu,LAPOP,Involvement,0.013281955753421771,0.23456542028926158,p =  0.23
polpar,Extraversion,lapop,-0.03155088318592366,0.011432880162760457,lowEdu,LAPOP,Participation,0.03155088318592366,0.005786121856209266,p < 0.01
media,Agreeableness,lapop,0.02438683758509407,0.011348813453314559,lowEdu,LAPOP,Media use,0.02438683758509407,0.03164671306321444,p =  0.03
poltr,Neuroticism,lapop,-0.016863093877104027,0.01074570715902126,lowEdu,LAPOP,Political trust,0.016863093877104027,0.11658118135573478,p =  0.12
knowledge,Openness,lapop,0.01685054652073589,0.012395864635563376,lowEdu,LAPOP,Knowledge,0.01685054652073589,0.174029883276019,p =  0.17
ideology,Conscientiousness,lapop,0.006361696247640022,0.012957273488358585,lowEdu,LAPOP,Left-right ideology,0.006361696247640022,0.6234441898285201,p =  0.62
stfdem,Extraversion,lapop,-0.020677596043226235,0.011534751432438928,lowEdu,LAPOP,Sat. democracy,0.020677596043226235,0.07303134901099591,p =  0.07
polintr,Agreeableness,lapop,0.01744143101471622,0.010812260464581691,lowEdu,LAPOP,Interest,0.01744143101471622,0.10671929505159329,p =  0.11
poleff,Neuroticism,lapop,0.017794627062690797,0.011331771163212837,lowEdu,LAPOP,Efficacy,0.017794627062690797,0.11633821769451536,p =  0.12
involvement,Openness,lapop,-0.009474416152941976,0.011248906006599134,lowEdu,LAPOP,Involvement,0.009474416152941976,0.3996467846829974,p =  0.4
polpar,Conscientiousness,lapop,4.682292208141607e-4,0.010961931195648363,lowEdu,LAPOP,Participation,4.682292208141607e-4,0.9659294254346628,p =  0.97
media,Extraversion,lapop,0.035831868422743156,0.01151079005403839,lowEdu,LAPOP,Media use,0.035831868422743156,0.0018526259165565432,p < 0.01
poltr,Agreeableness,lapop,0.03426503574154071,0.01071242060788965,lowEdu,LAPOP,Political trust,0.03426503574154071,0.0013808378994409638,p < 0.01
knowledge,Neuroticism,lapop,-0.06448390892770524,0.012573706706063047,lowEdu,LAPOP,Knowledge,0.06448390892770524,2.921025736711114e-7,p < 0.01
ideology,Openness,sels,-0.0049640148451090774,0.06893585047736644,lowEdu,SELECTS,Left-right ideology,0.0049640148451090774,0.9425945932352858,p =  0.94
stfdem,Conscientiousness,sels,0.03419357725887995,0.053257344464672216,lowEdu,SELECTS,Sat. democracy,0.03419357725887995,0.5208443855066671,p =  0.52
polintr,Extraversion,sels,0.021770743310145328,0.05186022114221868,lowEdu,SELECTS,Interest,0.021770743310145328,0.6746340658114012,p =  0.67
poleff,Agreeableness,sels,-0.20930160539577208,0.07210302050891837,lowEdu,SELECTS,Efficacy,0.20930160539577208,0.0036982706274097236,p < 0.01
involvement,Neuroticism,sels,-0.03543778420046978,0.05961079665712053,lowEdu,SELECTS,Involvement,0.03543778420046978,0.5521871017593356,p =  0.55
polpar,Openness,sels,-0.0833603982154094,0.0562425969237843,lowEdu,SELECTS,Participation,0.0833603982154094,0.1382983382926094,p =  0.14
media,Conscientiousness,sels,0.030065215728287423,0.05387162253275561,lowEdu,SELECTS,Media use,0.030065215728287423,0.5767829046048056,p =  0.58
poltr,Extraversion,sels,0.10268555668967144,0.05343347165814035,lowEdu,SELECTS,Political trust,0.10268555668967144,0.054637734859896814,p =  0.05
knowledge,Agreeableness,sels,0.10497812755313657,0.07095993685610488,lowEdu,SELECTS,Knowledge,0.10497812755313657,0.13903345154942565,p =  0.14
ideology,Neuroticism,sels,0.07445521296447635,0.06829257365731316,lowEdu,SELECTS,Left-right ideology,0.07445521296447635,0.2756079697835079,p =  0.28
stfdem,Openness,sels,-0.03689108568450253,0.05951322462521487,lowEdu,SELECTS,Sat. democracy,0.03689108568450253,0.5353364842107275,p =  0.54
polintr,Conscientiousness,sels,-0.04302719700000217,0.05219729985938077,lowEdu,SELECTS,Interest,0.04302719700000217,0.40975864138779655,p =  0.41
poleff,Extraversion,sels,0.10240938353962512,0.06193498067050116,lowEdu,SELECTS,Efficacy,0.10240938353962512,0.09822949741706379,p =  0.1
involvement,Agreeableness,sels,-0.08334324392793739,0.06088757526856449,lowEdu,SELECTS,Involvement,0.08334324392793739,0.17106010165729138,p =  0.17
polpar,Neuroticism,sels,-0.04199483577049621,0.0554378516110204,lowEdu,SELECTS,Participation,0.04199483577049621,0.44874320182396527,p =  0.45
media,Openness,sels,0.0584816859649538,0.06018096971191558,lowEdu,SELECTS,Media use,0.0584816859649538,0.3311680840676567,p =  0.33
poltr,Conscientiousness,sels,0.11343393315461536,0.05390081037844593,lowEdu,SELECTS,Political trust,0.11343393315461536,0.035335375642327284,p =  0.04
knowledge,Extraversion,sels,0.08341466990215078,0.0597440205741319,lowEdu,SELECTS,Knowledge,0.08341466990215078,0.16265393217296162,p =  0.16
ideology,Agreeableness,sels,0.060670752801775384,0.07037431139297655,lowEdu,SELECTS,Left-right ideology,0.060670752801775384,0.3886242117627159,p =  0.39
stfdem,Neuroticism,sels,0.037126949413348036,0.058797815767479306,lowEdu,SELECTS,Sat. democracy,0.037126949413348036,0.5277566862126338,p =  0.53
polintr,Openness,sels,0.03617613886650533,0.05814801465845159,lowEdu,SELECTS,Interest,0.03617613886650533,0.533850572197202,p =  0.53
poleff,Conscientiousness,sels,-0.08948137157293957,0.06311601808244922,lowEdu,SELECTS,Efficacy,0.08948137157293957,0.15627007407589694,p =  0.16
involvement,Extraversion,sels,-0.07022241470776595,0.05344458811646627,lowEdu,SELECTS,Involvement,0.07022241470776595,0.18886996944202028,p =  0.19
polpar,Agreeableness,sels,-0.013459347968966695,0.056744483097892,lowEdu,SELECTS,Participation,0.013459347968966695,0.8125076983203656,p =  0.81
media,Neuroticism,sels,-0.012326136989515436,0.05966569355027079,lowEdu,SELECTS,Media use,0.012326136989515436,0.8363326708989349,p =  0.84
