outcome,trait,dataset,est,se,mod,Data,name,pval,pval_text,est_abs
polintr,Agreeableness,liss,-0.005793527043982332,0.05593979215876378,internet,LISS,Interest,0.9175128267451875,p =  0.92,0.005793527043982332
poleff,Neuroticism,liss,-0.07193506087400822,0.055019069097735004,internet,LISS,Efficacy,0.19105758756680102,p =  0.19,0.07193506087400822
involvement,Openness,liss,0.14362359404389927,0.05547971420363082,internet,LISS,Involvement,0.009632255852407486,p < 0.01,0.14362359404389927
polpar,Conscientiousness,liss,-0.06016993434939651,0.06278439820412987,internet,LISS,Participation,0.33788223369689574,p =  0.34,0.06016993434939651
media,Extraversion,liss,0.029539445366630647,0.06108533203433117,internet,LISS,Media use,0.6286862897638016,p =  0.63,0.029539445366630647
poltr,Agreeableness,liss,-0.08577249276084244,0.056194095099183335,internet,LISS,Political trust,0.12691990687143923,p =  0.13,0.08577249276084244
knowledge,Neuroticism,liss,NA,NA,internet,LISS,Knowledge,NA,p =  NA,NA
ideology,Openness,shp,NA,NA,internet,SHP,Left-right ideology,NA,p =  NA,NA
stfdem,Conscientiousness,shp,NA,NA,internet,SHP,Sat. democracy,NA,p =  NA,NA
polintr,Extraversion,shp,NA,NA,internet,SHP,Interest,NA,p =  NA,NA
poleff,Agreeableness,shp,NA,NA,internet,SHP,Efficacy,NA,p =  NA,NA
involvement,Neuroticism,shp,NA,NA,internet,SHP,Involvement,NA,p =  NA,NA
polpar,Openness,shp,NA,NA,internet,SHP,Participation,NA,p =  NA,NA
media,Conscientiousness,shp,NA,NA,internet,SHP,Media use,NA,p =  NA,NA
poltr,Extraversion,shp,NA,NA,internet,SHP,Political trust,NA,p =  NA,NA
knowledge,Agreeableness,shp,NA,NA,internet,SHP,Knowledge,NA,p =  NA,NA
ideology,Neuroticism,shp,NA,NA,internet,SHP,Left-right ideology,NA,p =  NA,NA
stfdem,Openness,shp,NA,NA,internet,SHP,Sat. democracy,NA,p =  NA,NA
polintr,Conscientiousness,shp,NA,NA,internet,SHP,Interest,NA,p =  NA,NA
poleff,Extraversion,shp,NA,NA,internet,SHP,Efficacy,NA,p =  NA,NA
involvement,Agreeableness,shp,NA,NA,internet,SHP,Involvement,NA,p =  NA,NA
polpar,Neuroticism,shp,NA,NA,internet,SHP,Participation,NA,p =  NA,NA
media,Openness,shp,NA,NA,internet,SHP,Media use,NA,p =  NA,NA
poltr,Conscientiousness,shp,NA,NA,internet,SHP,Political trust,NA,p =  NA,NA
knowledge,Extraversion,shp,NA,NA,internet,SHP,Knowledge,NA,p =  NA,NA
ideology,Agreeableness,shp,NA,NA,internet,SHP,Left-right ideology,NA,p =  NA,NA
stfdem,Neuroticism,shp,NA,NA,internet,SHP,Sat. democracy,NA,p =  NA,NA
polintr,Openness,shp,NA,NA,internet,SHP,Interest,NA,p =  NA,NA
poleff,Conscientiousness,shp,NA,NA,internet,SHP,Efficacy,NA,p =  NA,NA
involvement,Extraversion,shp,NA,NA,internet,SHP,Involvement,NA,p =  NA,NA
polpar,Agreeableness,shp,NA,NA,internet,SHP,Participation,NA,p =  NA,NA
media,Neuroticism,shp,NA,NA,internet,SHP,Media use,NA,p =  NA,NA
poltr,Openness,shp,NA,NA,internet,SHP,Political trust,NA,p =  NA,NA
knowledge,Conscientiousness,shp,NA,NA,internet,SHP,Knowledge,NA,p =  NA,NA
ideology,Extraversion,shp,NA,NA,internet,SHP,Left-right ideology,NA,p =  NA,NA
stfdem,Agreeableness,shp,NA,NA,internet,SHP,Sat. democracy,NA,p =  NA,NA
polintr,Neuroticism,shp,NA,NA,internet,SHP,Interest,NA,p =  NA,NA
poleff,Openness,shp,NA,NA,internet,SHP,Efficacy,NA,p =  NA,NA
involvement,Conscientiousness,shp,NA,NA,internet,SHP,Involvement,NA,p =  NA,NA
polpar,Extraversion,shp,NA,NA,internet,SHP,Participation,NA,p =  NA,NA
media,Agreeableness,shp,NA,NA,internet,SHP,Media use,NA,p =  NA,NA
poltr,Neuroticism,shp,NA,NA,internet,SHP,Political trust,NA,p =  NA,NA
knowledge,Openness,shp,NA,NA,internet,SHP,Knowledge,NA,p =  NA,NA
ideology,Conscientiousness,shp,NA,NA,internet,SHP,Left-right ideology,NA,p =  NA,NA
stfdem,Extraversion,shp,NA,NA,internet,SHP,Sat. democracy,NA,p =  NA,NA
polintr,Agreeableness,shp,NA,NA,internet,SHP,Interest,NA,p =  NA,NA
poleff,Neuroticism,shp,NA,NA,internet,SHP,Efficacy,NA,p =  NA,NA
involvement,Openness,shp,NA,NA,internet,SHP,Involvement,NA,p =  NA,NA
polpar,Conscientiousness,shp,NA,NA,internet,SHP,Participation,NA,p =  NA,NA
media,Extraversion,shp,NA,NA,internet,SHP,Media use,NA,p =  NA,NA
poltr,Agreeableness,shp,NA,NA,internet,SHP,Political trust,NA,p =  NA,NA
knowledge,Neuroticism,shp,NA,NA,internet,SHP,Knowledge,NA,p =  NA,NA
ideology,Openness,lapop,-0.005323231066228978,0.012959866725501517,internet,LAPOP,Left-right ideology,0.681257794406309,p =  0.68,0.005323231066228978
stfdem,Conscientiousness,lapop,-0.028108469576766673,0.010638839690879285,internet,LAPOP,Sat. democracy,0.008240307270272675,p < 0.01,0.028108469576766673
polintr,Extraversion,lapop,0.002596975869369638,0.01066838126542194,internet,LAPOP,Interest,0.8076743521942322,p =  0.81,0.002596975869369638
poleff,Agreeableness,lapop,-0.0058571408469308035,0.010885866979874587,internet,LAPOP,Efficacy,0.5905425225554093,p =  0.59,0.0058571408469308035
involvement,Neuroticism,lapop,-0.008585887854961087,0.01088113230764921,internet,LAPOP,Involvement,0.4300757792673397,p =  0.43,0.008585887854961087
polpar,Openness,lapop,-0.004328142537223315,0.011025442764408967,internet,LAPOP,Participation,0.6946448413135489,p =  0.69,0.004328142537223315
media,Conscientiousness,lapop,-0.022594378985764024,0.01080754975569969,internet,LAPOP,Media use,0.03656297724560282,p =  0.04,0.022594378985764024
poltr,Extraversion,lapop,-0.007059347736020177,0.01061180819364999,internet,LAPOP,Political trust,0.5059001064134439,p =  0.51,0.007059347736020177
knowledge,Agreeableness,lapop,-0.03620388330341308,0.011525476611859629,internet,LAPOP,Knowledge,0.0016825428876827875,p < 0.01,0.03620388330341308
ideology,Neuroticism,lapop,0.008195518110663054,0.012800243509767814,internet,LAPOP,Left-right ideology,0.5220018442893346,p =  0.52,0.008195518110663054
stfdem,Openness,lapop,0.01855094309880139,0.010931731259594181,internet,LAPOP,Sat. democracy,0.08970020334886043,p =  0.09,0.01855094309880139
polintr,Conscientiousness,lapop,-0.01967905009396038,0.010360202747610455,internet,LAPOP,Interest,0.057500732202929804,p =  0.06,0.01967905009396038
poleff,Extraversion,lapop,0.011992526695203906,0.011140306492019126,internet,LAPOP,Efficacy,0.2817042322757758,p =  0.28,0.011992526695203906
involvement,Agreeableness,lapop,-0.014853254551484531,0.01099039619596513,internet,LAPOP,Involvement,0.17654306512212287,p =  0.18,0.014853254551484531
polpar,Neuroticism,lapop,-0.021670062304685572,0.010725182996116264,internet,LAPOP,Participation,0.04333319205168331,p =  0.04,0.021670062304685572
media,Openness,lapop,-0.00721880669992811,0.010993585975333967,internet,LAPOP,Media use,0.5114136859584966,p =  0.51,0.00721880669992811
poltr,Conscientiousness,lapop,0.009986905321124699,0.01027951217509498,internet,LAPOP,Political trust,0.33128195901195845,p =  0.33,0.009986905321124699
knowledge,Extraversion,lapop,-0.011344573565732794,0.01174346400443711,internet,LAPOP,Knowledge,0.3340276768474591,p =  0.33,0.011344573565732794
ideology,Agreeableness,lapop,-0.031765071983503514,0.012774769058833773,internet,LAPOP,Left-right ideology,0.012898929432663324,p =  0.01,0.031765071983503514
stfdem,Neuroticism,lapop,0.002199646292087329,0.010717015554768181,internet,LAPOP,Sat. democracy,0.8373783483915672,p =  0.84,0.002199646292087329
polintr,Openness,lapop,-0.012330862022877849,0.010591647764506242,internet,LAPOP,Interest,0.24434045722567957,p =  0.24,0.012330862022877849
poleff,Conscientiousness,lapop,0.042697896031532845,0.01076621640548725,internet,LAPOP,Efficacy,7.311500535125485e-5,p < 0.01,0.042697896031532845
involvement,Extraversion,lapop,6.116118306192115e-4,0.011201748995861915,internet,LAPOP,Involvement,0.9564573993925224,p =  0.96,6.116118306192115e-4
polpar,Agreeableness,lapop,0.007167984675046316,0.01081066693650672,internet,LAPOP,Participation,0.507300192791851,p =  0.51,0.007167984675046316
media,Neuroticism,lapop,0.008014312571704242,0.010883053462818757,internet,LAPOP,Media use,0.461485515672885,p =  0.46,0.008014312571704242
poltr,Openness,lapop,-0.010935993224063193,0.010550060409715322,internet,LAPOP,Political trust,0.2999311252933938,p =  0.3,0.010935993224063193
knowledge,Conscientiousness,lapop,-0.06550992534036029,0.011527287338910177,internet,LAPOP,Knowledge,1.3232867106228208e-8,p < 0.01,0.06550992534036029
ideology,Extraversion,lapop,-0.021336962845292618,0.013158514096080005,internet,LAPOP,Left-right ideology,0.10490341102927829,p =  0.1,0.021336962845292618
stfdem,Agreeableness,lapop,-0.020517899134951383,0.010813078990572614,internet,LAPOP,Sat. democracy,0.05776098191907331,p =  0.06,0.020517899134951383
polintr,Neuroticism,lapop,-0.00238407546552498,0.010384845678802698,internet,LAPOP,Interest,0.8184239419887458,p =  0.82,0.00238407546552498
poleff,Openness,lapop,-0.010637223794604815,0.011069165562883324,internet,LAPOP,Efficacy,0.3365632655459672,p =  0.34,0.010637223794604815
involvement,Conscientiousness,lapop,-0.006397496102991827,0.010904099448522976,internet,LAPOP,Involvement,0.5574014526562991,p =  0.56,0.006397496102991827
polpar,Extraversion,lapop,0.020299331382612334,0.011053784012310885,internet,LAPOP,Participation,0.06629634803339363,p =  0.07,0.020299331382612334
media,Agreeableness,lapop,-0.015691603047836077,0.010932253590683698,internet,LAPOP,Media use,0.15118757249268353,p =  0.15,0.015691603047836077
poltr,Neuroticism,lapop,0.016964698658702697,0.010317355972517095,internet,LAPOP,Political trust,0.10011684612069953,p =  0.1,0.016964698658702697
knowledge,Openness,lapop,-0.051165022885343116,0.011664726346141206,internet,LAPOP,Knowledge,1.1529354635018347e-5,p < 0.01,0.051165022885343116
ideology,Conscientiousness,lapop,0.005941794874552979,0.012530129790554833,internet,LAPOP,Left-right ideology,0.6353568763806786,p =  0.64,0.005941794874552979
stfdem,Extraversion,lapop,0.027540326521464816,0.011053535543274753,internet,LAPOP,Sat. democracy,0.012719062592109616,p =  0.01,0.027540326521464816
polintr,Agreeableness,lapop,-0.02939375507327115,0.010445413670282169,internet,LAPOP,Interest,0.004892396813176127,p < 0.01,0.02939375507327115
poleff,Neuroticism,lapop,-0.013136478952219104,0.010809722337704095,internet,LAPOP,Efficacy,0.22427202959823542,p =  0.22,0.013136478952219104
involvement,Openness,lapop,0.003132239864285294,0.011173222470780612,internet,LAPOP,Involvement,0.7792208754066984,p =  0.78,0.003132239864285294
polpar,Conscientiousness,lapop,2.8194357014587983e-4,0.010687158465439672,internet,LAPOP,Participation,0.9789530275542185,p =  0.98,2.8194357014587983e-4
media,Extraversion,lapop,-0.02160169146141606,0.011073935639002632,internet,LAPOP,Media use,0.05109526703687045,p =  0.05,0.02160169146141606
poltr,Agreeableness,lapop,-0.03499431037678359,0.010366344940515094,internet,LAPOP,Political trust,7.361164314181759e-4,p < 0.01,0.03499431037678359
knowledge,Neuroticism,lapop,0.045108676387983056,0.011444623566172105,internet,LAPOP,Knowledge,8.098270466156691e-5,p < 0.01,0.045108676387983056
ideology,Openness,sels,NA,NA,internet,SELECTS,Left-right ideology,NA,p =  NA,NA
stfdem,Conscientiousness,sels,NA,NA,internet,SELECTS,Sat. democracy,NA,p =  NA,NA
polintr,Extraversion,sels,NA,NA,internet,SELECTS,Interest,NA,p =  NA,NA
poleff,Agreeableness,sels,NA,NA,internet,SELECTS,Efficacy,NA,p =  NA,NA
involvement,Neuroticism,sels,NA,NA,internet,SELECTS,Involvement,NA,p =  NA,NA
polpar,Openness,sels,NA,NA,internet,SELECTS,Participation,NA,p =  NA,NA
media,Conscientiousness,sels,NA,NA,internet,SELECTS,Media use,NA,p =  NA,NA
poltr,Extraversion,sels,NA,NA,internet,SELECTS,Political trust,NA,p =  NA,NA
knowledge,Agreeableness,sels,NA,NA,internet,SELECTS,Knowledge,NA,p =  NA,NA
ideology,Neuroticism,sels,NA,NA,internet,SELECTS,Left-right ideology,NA,p =  NA,NA
stfdem,Openness,sels,NA,NA,internet,SELECTS,Sat. democracy,NA,p =  NA,NA
polintr,Conscientiousness,sels,NA,NA,internet,SELECTS,Interest,NA,p =  NA,NA
poleff,Extraversion,sels,NA,NA,internet,SELECTS,Efficacy,NA,p =  NA,NA
involvement,Agreeableness,sels,NA,NA,internet,SELECTS,Involvement,NA,p =  NA,NA
polpar,Neuroticism,sels,NA,NA,internet,SELECTS,Participation,NA,p =  NA,NA
media,Openness,sels,NA,NA,internet,SELECTS,Media use,NA,p =  NA,NA
poltr,Conscientiousness,sels,NA,NA,internet,SELECTS,Political trust,NA,p =  NA,NA
knowledge,Extraversion,sels,NA,NA,internet,SELECTS,Knowledge,NA,p =  NA,NA
ideology,Agreeableness,sels,NA,NA,internet,SELECTS,Left-right ideology,NA,p =  NA,NA
stfdem,Neuroticism,sels,NA,NA,internet,SELECTS,Sat. democracy,NA,p =  NA,NA
polintr,Openness,sels,NA,NA,internet,SELECTS,Interest,NA,p =  NA,NA
poleff,Conscientiousness,sels,NA,NA,internet,SELECTS,Efficacy,NA,p =  NA,NA
involvement,Extraversion,sels,NA,NA,internet,SELECTS,Involvement,NA,p =  NA,NA
polpar,Agreeableness,sels,NA,NA,internet,SELECTS,Participation,NA,p =  NA,NA
media,Neuroticism,sels,NA,NA,internet,SELECTS,Media use,NA,p =  NA,NA
poltr,Openness,sels,NA,NA,internet,SELECTS,Political trust,NA,p =  NA,NA
knowledge,Conscientiousness,sels,NA,NA,internet,SELECTS,Knowledge,NA,p =  NA,NA
ideology,Extraversion,sels,NA,NA,internet,SELECTS,Left-right ideology,NA,p =  NA,NA
stfdem,Agreeableness,sels,NA,NA,internet,SELECTS,Sat. democracy,NA,p =  NA,NA
polintr,Neuroticism,sels,NA,NA,internet,SELECTS,Interest,NA,p =  NA,NA
poleff,Openness,sels,NA,NA,internet,SELECTS,Efficacy,NA,p =  NA,NA
involvement,Conscientiousness,sels,NA,NA,internet,SELECTS,Involvement,NA,p =  NA,NA
polpar,Extraversion,sels,NA,NA,internet,SELECTS,Participation,NA,p =  NA,NA
media,Agreeableness,sels,NA,NA,internet,SELECTS,Media use,NA,p =  NA,NA
poltr,Neuroticism,sels,NA,NA,internet,SELECTS,Political trust,NA,p =  NA,NA
knowledge,Openness,sels,NA,NA,internet,SELECTS,Knowledge,NA,p =  NA,NA
ideology,Conscientiousness,sels,NA,NA,internet,SELECTS,Left-right ideology,NA,p =  NA,NA
stfdem,Extraversion,sels,NA,NA,internet,SELECTS,Sat. democracy,NA,p =  NA,NA
polintr,Agreeableness,sels,NA,NA,internet,SELECTS,Interest,NA,p =  NA,NA
poleff,Neuroticism,sels,NA,NA,internet,SELECTS,Efficacy,NA,p =  NA,NA
involvement,Openness,sels,NA,NA,internet,SELECTS,Involvement,NA,p =  NA,NA
polpar,Conscientiousness,sels,NA,NA,internet,SELECTS,Participation,NA,p =  NA,NA
media,Extraversion,sels,NA,NA,internet,SELECTS,Media use,NA,p =  NA,NA
poltr,Agreeableness,sels,NA,NA,internet,SELECTS,Political trust,NA,p =  NA,NA
knowledge,Neuroticism,sels,NA,NA,internet,SELECTS,Knowledge,NA,p =  NA,NA
ideology,Openness,nzes,0.015067394180523998,0.08373505499516416,internet,NZES,Left-right ideology,0.8571986560525338,p =  0.86,0.015067394180523998
stfdem,Conscientiousness,nzes,-0.03506257148144419,0.07045057473476916,internet,NZES,Sat. democracy,0.6187023079318721,p =  0.62,0.03506257148144419
polintr,Extraversion,nzes,0.00349727420660291,0.08457413394899603,internet,NZES,Interest,0.9670156119876668,p =  0.97,0.00349727420660291
poleff,Agreeableness,nzes,-0.03976093396361886,0.07698569679227099,internet,NZES,Efficacy,0.6055249971625072,p =  0.61,0.03976093396361886
involvement,Neuroticism,nzes,-0.008408605564431697,0.08405656610949626,internet,NZES,Involvement,0.9203164729509462,p =  0.92,0.008408605564431697
polpar,Openness,nzes,-0.04968775670329376,0.06774185049198028,internet,NZES,Participation,0.4632615437627422,p =  0.46,0.04968775670329376
media,Conscientiousness,nzes,-0.050240410738975894,0.0959094638962693,internet,NZES,Media use,0.6003956521038195,p =  0.6,0.050240410738975894
poltr,Extraversion,nzes,NA,NA,internet,NZES,Political trust,NA,p =  NA,NA
knowledge,Agreeableness,nzes,-0.1228775247820311,0.06691398313086093,internet,NZES,Knowledge,0.06630583896727593,p =  0.07,0.1228775247820311
ideology,Neuroticism,nzes,-0.0017474858038552213,0.08088077028152356,internet,NZES,Left-right ideology,0.9827624852177851,p =  0.98,0.0017474858038552213
stfdem,Openness,nzes,-0.09388343470999191,0.07231335946111321,internet,NZES,Sat. democracy,0.19418901596443167,p =  0.19,0.09388343470999191
polintr,Conscientiousness,nzes,-0.04762900733854866,0.06765353327986318,internet,NZES,Interest,0.48142430580154016,p =  0.48,0.04762900733854866
poleff,Extraversion,nzes,0.11447200252752257,0.09031015036190711,internet,NZES,Efficacy,0.20496118416704331,p =  0.2,0.11447200252752257
involvement,Agreeableness,nzes,-0.03746801985498564,0.08091917496453588,internet,NZES,Involvement,0.643342737214897,p =  0.64,0.03746801985498564
polpar,Neuroticism,nzes,0.06367798171389982,0.06759587313329414,internet,NZES,Participation,0.34617242332033343,p =  0.35,0.06367798171389982
media,Openness,nzes,-0.2608330830601931,0.09866239065346123,internet,NZES,Media use,0.00820069701020899,p < 0.01,0.2608330830601931
poltr,Conscientiousness,nzes,NA,NA,internet,NZES,Political trust,NA,p =  NA,NA
knowledge,Extraversion,nzes,0.11656119993766675,0.08121509935723453,internet,NZES,Knowledge,0.15122559104811145,p =  0.15,0.11656119993766675
ideology,Agreeableness,nzes,-0.07296842303674216,0.07989918968375626,internet,NZES,Left-right ideology,0.36110786066320283,p =  0.36,0.07296842303674216
stfdem,Neuroticism,nzes,0.0019379980910605656,0.07282204615180608,internet,NZES,Sat. democracy,0.9787685689773068,p =  0.98,0.0019379980910605656
polintr,Openness,nzes,-0.06002641821897725,0.0711336124035418,internet,NZES,Interest,0.3987507219163001,p =  0.4,0.06002641821897725
poleff,Conscientiousness,nzes,0.014483372875486452,0.07578901073019106,internet,NZES,Efficacy,0.8484462870519822,p =  0.85,0.014483372875486452
involvement,Extraversion,nzes,0.09064888261824547,0.0956435143509219,internet,NZES,Involvement,0.34324214256250035,p =  0.34,0.09064888261824547
polpar,Agreeableness,nzes,-0.028163223418017094,0.06586907707795395,internet,NZES,Participation,0.6689688309348174,p =  0.67,0.028163223418017094
media,Neuroticism,nzes,-0.029249112151856098,0.11177203873696649,internet,NZES,Media use,0.7935639872635278,p =  0.79,0.029249112151856098
poltr,Openness,nzes,NA,NA,internet,NZES,Political trust,NA,p =  NA,NA
knowledge,Conscientiousness,nzes,-0.09670371885877237,0.06556347059306225,internet,NZES,Knowledge,0.1402223862133381,p =  0.14,0.09670371885877237
ideology,Extraversion,nzes,0.009790352368086532,0.09602102029234492,internet,NZES,Left-right ideology,0.9187880187361236,p =  0.92,0.009790352368086532
stfdem,Agreeableness,nzes,-0.050599324530765724,0.07119746915174918,internet,NZES,Sat. democracy,0.47727639978072667,p =  0.48,0.050599324530765724
polintr,Neuroticism,nzes,-0.04175452622697064,0.07152434478494915,internet,NZES,Interest,0.5593679196564418,p =  0.56,0.04175452622697064
poleff,Openness,nzes,0.02754622507658101,0.08004598182477152,internet,NZES,Efficacy,0.7307485097567482,p =  0.73,0.02754622507658101
involvement,Conscientiousness,nzes,-0.056869233937078295,0.0788470136767534,internet,NZES,Involvement,0.4707492748628787,p =  0.47,0.056869233937078295
polpar,Extraversion,nzes,0.08461529547688952,0.07990313215783636,internet,NZES,Participation,0.2896118716170082,p =  0.29,0.08461529547688952
media,Agreeableness,nzes,-0.03863231812284067,0.09742774738206277,internet,NZES,Media use,0.6917194297499356,p =  0.69,0.03863231812284067
poltr,Neuroticism,nzes,NA,NA,internet,NZES,Political trust,NA,p =  NA,NA
knowledge,Openness,nzes,1.8260276628777848e-4,0.06887629106110874,internet,NZES,Knowledge,0.9978846747543904,p =  1,1.8260276628777848e-4
ideology,Conscientiousness,nzes,0.12111886534274835,0.07546192463059152,internet,NZES,Left-right ideology,0.10848658314296467,p =  0.11,0.12111886534274835
stfdem,Extraversion,nzes,-0.029386492118740386,0.08583492881374247,internet,NZES,Sat. democracy,0.7320795847237952,p =  0.73,0.029386492118740386
polintr,Agreeableness,nzes,-0.055793682391012775,0.06970500512232711,internet,NZES,Interest,0.4234641552940511,p =  0.42,0.055793682391012775
poleff,Neuroticism,nzes,-0.09773428562911951,0.0777412370052792,internet,NZES,Efficacy,0.20869052533015975,p =  0.21,0.09773428562911951
involvement,Openness,nzes,0.08664771410128909,0.08320217993890211,internet,NZES,Involvement,0.29768456800512916,p =  0.3,0.08664771410128909
polpar,Conscientiousness,nzes,0.023144175772684537,0.06451992326950319,internet,NZES,Participation,0.7198093321288397,p =  0.72,0.023144175772684537
media,Extraversion,nzes,0.028315200840891605,0.117822565516172,internet,NZES,Media use,0.8100816526935439,p =  0.81,0.028315200840891605
poltr,Agreeableness,nzes,NA,NA,internet,NZES,Political trust,NA,p =  NA,NA
knowledge,Neuroticism,nzes,-0.07836461306057625,0.06853855453790729,internet,NZES,Knowledge,0.2528869043468235,p =  0.25,0.07836461306057625
ideology,Openness,ces,NA,NA,internet,CES,Left-right ideology,NA,p =  NA,NA
stfdem,Conscientiousness,ces,NA,NA,internet,CES,Sat. democracy,NA,p =  NA,NA
polintr,Extraversion,ces,NA,NA,internet,CES,Interest,NA,p =  NA,NA
poleff,Agreeableness,ces,NA,NA,internet,CES,Efficacy,NA,p =  NA,NA
involvement,Neuroticism,ces,NA,NA,internet,CES,Involvement,NA,p =  NA,NA
polpar,Openness,ces,NA,NA,internet,CES,Participation,NA,p =  NA,NA
media,Conscientiousness,ces,NA,NA,internet,CES,Media use,NA,p =  NA,NA
poltr,Extraversion,ces,NA,NA,internet,CES,Political trust,NA,p =  NA,NA
knowledge,Agreeableness,ces,NA,NA,internet,CES,Knowledge,NA,p =  NA,NA
ideology,Neuroticism,ces,NA,NA,internet,CES,Left-right ideology,NA,p =  NA,NA
stfdem,Openness,ces,NA,NA,internet,CES,Sat. democracy,NA,p =  NA,NA
polintr,Conscientiousness,ces,NA,NA,internet,CES,Interest,NA,p =  NA,NA
poleff,Extraversion,ces,NA,NA,internet,CES,Efficacy,NA,p =  NA,NA
involvement,Agreeableness,ces,NA,NA,internet,CES,Involvement,NA,p =  NA,NA
polpar,Neuroticism,ces,NA,NA,internet,CES,Participation,NA,p =  NA,NA
media,Openness,ces,NA,NA,internet,CES,Media use,NA,p =  NA,NA
poltr,Conscientiousness,ces,NA,NA,internet,CES,Political trust,NA,p =  NA,NA
knowledge,Extraversion,ces,NA,NA,internet,CES,Knowledge,NA,p =  NA,NA
ideology,Agreeableness,ces,NA,NA,internet,CES,Left-right ideology,NA,p =  NA,NA
stfdem,Neuroticism,ces,NA,NA,internet,CES,Sat. democracy,NA,p =  NA,NA
polintr,Openness,ces,NA,NA,internet,CES,Interest,NA,p =  NA,NA
poleff,Conscientiousness,ces,NA,NA,internet,CES,Efficacy,NA,p =  NA,NA
involvement,Extraversion,ces,NA,NA,internet,CES,Involvement,NA,p =  NA,NA
polpar,Agreeableness,ces,NA,NA,internet,CES,Participation,NA,p =  NA,NA
media,Neuroticism,ces,NA,NA,internet,CES,Media use,NA,p =  NA,NA
poltr,Openness,ces,NA,NA,internet,CES,Political trust,NA,p =  NA,NA
knowledge,Conscientiousness,ces,NA,NA,internet,CES,Knowledge,NA,p =  NA,NA
ideology,Extraversion,ces,NA,NA,internet,CES,Left-right ideology,NA,p =  NA,NA
stfdem,Agreeableness,ces,NA,NA,internet,CES,Sat. democracy,NA,p =  NA,NA
polintr,Neuroticism,ces,NA,NA,internet,CES,Interest,NA,p =  NA,NA
poleff,Openness,ces,NA,NA,internet,CES,Efficacy,NA,p =  NA,NA
involvement,Conscientiousness,ces,NA,NA,internet,CES,Involvement,NA,p =  NA,NA
polpar,Extraversion,ces,NA,NA,internet,CES,Participation,NA,p =  NA,NA
media,Agreeableness,ces,NA,NA,internet,CES,Media use,NA,p =  NA,NA
poltr,Neuroticism,ces,NA,NA,internet,CES,Political trust,NA,p =  NA,NA
knowledge,Openness,ces,NA,NA,internet,CES,Knowledge,NA,p =  NA,NA
ideology,Conscientiousness,ces,NA,NA,internet,CES,Left-right ideology,NA,p =  NA,NA
stfdem,Extraversion,ces,NA,NA,internet,CES,Sat. democracy,NA,p =  NA,NA
polintr,Agreeableness,ces,NA,NA,internet,CES,Interest,NA,p =  NA,NA
poleff,Neuroticism,ces,NA,NA,internet,CES,Efficacy,NA,p =  NA,NA
involvement,Openness,ces,NA,NA,internet,CES,Involvement,NA,p =  NA,NA
polpar,Conscientiousness,ces,NA,NA,internet,CES,Participation,NA,p =  NA,NA
media,Extraversion,ces,NA,NA,internet,CES,Media use,NA,p =  NA,NA
poltr,Agreeableness,ces,NA,NA,internet,CES,Political trust,NA,p =  NA,NA
knowledge,Neuroticism,ces,NA,NA,internet,CES,Knowledge,NA,p =  NA,NA
