dataset,age,ipip_O_vivimag,ipip_O_ricvoca,ipip_O_excidea,ipip_O_quiunde,ipip_O_difword,ipip_O_reflthi,ipip_O_fulidea,ipip_O_difunde,ipip_O_intidea,ipip_O_notimag,ipip_C_alwprep,ipip_C_leabelo,ipip_C_attdeta,ipip_C_makmess,ipip_C_chodone,ipip_C_forgbac,ipip_C_likorde,ipip_C_shirdut,ipip_C_folsche,ipip_C_exactwo,ipip_E_lifpart,ipip_E_nottalk,ipip_E_comfaro,ipip_E_inbackg,ipip_E_talkdif,ipip_E_noatten,ipip_E_cenatte,ipip_E_quistra,ipip_E_startco,ipip_E_littsay,ipip_A_littcon,ipip_A_intpeop,ipip_A_peopeas,ipip_A_insupeo,ipip_A_symfeel,ipip_A_feelemo,ipip_A_softhea,ipip_A_nointot,ipip_A_nointpr,ipip_A_taketim,ipip_N_irrieas,ipip_N_seldblu,ipip_N_easdisr,ipip_N_upseasy,ipip_N_streasy,ipip_N_oftblue,ipip_N_relamot,ipip_N_worryth,ipip_N_chamood,ipip_N_moodswi
liss,16,4,3,4,4,2,4,4,4,3,4,3,4,3,3,2,2,3,3,2,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,3,3,2,4,4,4,3,2,3,2,2,2,3,3,2,2
liss,26,5,4,4,5,3,4,5,4,4,4,3,5,4,4,3,4,4,4,3,5,4,3,3,3,3,2,3,3,2,4,5,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,4,3,3
liss,69,4,4,3,5,4,4,3,4,4,5,4,4,3,5,3,4,4,5,4,2,4,3,4,3,3,4,2,4,3,4,5,5,4,5,4,4,2,4,4,4,1,1,1,1,1,1,1,2,1,1
liss,25,2,4,3,4,2,3,4,3,3,2,2,5,4,4,5,2,4,4,2,3,4,4,4,3,5,3,2,2,4,5,4,4,4,5,4,3,4,5,5,4,2,3,3,2,4,2,2,3,2,2
liss,45,2,3,3,4,3,4,3,3,3,3,3,3,3,3,4,2,4,3,4,4,2,3,4,3,3,2,2,2,2,3,4,4,4,5,4,4,3,4,2,4,3,3,2,3,3,3,4,4,3,3
liss,51,3,5,3,3,1,5,3,4,5,5,1,5,1,5,1,4,3,5,3,3,4,3,3,3,5,2,3,3,5,4,5,5,5,5,5,4,4,5,5,5,1,5,3,1,1,1,3,3,1,1
liss,43,4,4,3,3,3,3,4,4,3,4,3,2,4,4,3,2,3,3,3,4,3,4,4,2,3,2,4,4,4,4,2,4,3,5,4,3,4,4,4,2,2,2,2,3,2,2,2,4,3,3
liss,19,4,4,3,3,3,3,2,3,3,3,4,4,5,5,2,2,3,3,3,3,4,5,5,3,3,3,3,3,5,4,4,4,2,3,4,3,3,3,5,3,3,2,2,1,1,2,1,2,3,3
liss,35,3,4,4,3,1,4,3,3,2,4,3,4,4,5,4,3,4,5,3,5,4,2,5,2,4,1,3,3,3,4,5,5,3,5,5,4,5,5,3,5,1,1,1,3,2,1,2,2,1,1
liss,33,3,4,3,4,2,4,3,4,3,4,3,4,5,4,3,5,5,4,3,3,4,4,3,3,2,3,3,4,3,4,4,4,4,5,5,4,4,4,4,3,4,4,3,4,2,3,3,4,3,3
liss,32,4,4,2,4,3,2,4,4,4,4,2,4,2,4,2,4,2,2,4,3,4,4,4,4,2,3,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,2,2,2,4,2,2,4,2,2
liss,33,4,5,4,4,4,4,5,5,5,4,3,4,4,5,4,5,4,4,3,4,4,5,4,3,4,2,2,4,4,5,5,5,5,4,5,5,3,4,4,4,2,2,2,2,2,1,2,3,1,2
liss,24,4,4,3,3,3,4,3,3,3,5,4,4,5,4,3,4,5,4,3,4,4,3,4,3,3,4,3,3,4,4,4,5,3,4,4,4,3,4,5,4,3,3,2,2,3,2,2,4,3,2
liss,52,4,5,5,5,2,3,5,4,3,4,3,2,4,4,2,3,4,3,4,3,4,4,4,3,4,2,3,4,4,5,4,3,4,5,4,3,2,3,4,2,2,1,2,2,2,1,2,3,2,2
liss,45,4,4,4,5,2,4,4,4,2,5,4,4,3,4,2,5,4,4,4,3,3,3,4,3,3,1,3,3,3,4,3,3,3,5,3,4,1,3,3,3,3,2,2,1,2,2,2,4,3,1
liss,50,3,4,5,5,2,4,5,5,4,4,3,4,5,4,2,2,2,4,3,5,4,4,5,3,5,3,3,5,4,4,4,5,5,4,4,3,2,4,4,4,2,1,5,2,2,1,2,3,2,1
liss,49,5,5,5,3,4,5,5,4,5,5,5,3,5,4,2,5,5,2,3,4,4,3,3,2,2,2,2,3,2,3,3,4,4,5,3,4,3,4,4,2,4,5,4,4,1,4,5,1,3,4
liss,22,4,3,5,5,3,5,4,5,5,5,5,3,5,5,5,3,5,5,5,5,5,4,4,3,4,2,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,4,2,5,5,4,4,5,4,4
liss,58,5,5,5,5,3,5,5,4,3,5,5,3,5,5,5,5,5,5,2,5,5,5,5,3,5,2,2,5,5,5,5,5,5,5,5,5,3,5,5,5,1,2,5,4,2,1,2,5,1,1
liss,34,4,4,3,5,4,5,3,3,3,4,2,4,4,3,1,4,5,2,2,5,4,3,2,2,1,3,4,1,2,3,2,2,3,4,4,4,5,2,5,2,3,4,4,4,4,3,4,2,3,4
liss,50,4,2,3,4,2,2,3,3,3,3,1,5,3,5,4,5,5,4,3,5,4,4,4,3,4,2,3,5,4,4,4,4,4,5,5,4,4,4,4,4,2,4,2,2,3,2,3,2,1,2
liss,61,3,3,2,4,1,4,4,2,3,3,3,4,4,4,3,4,4,4,4,3,4,3,5,2,4,2,2,2,4,4,4,5,3,5,4,4,3,4,4,4,3,3,4,3,4,3,3,3,4,4
liss,39,3,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,3,3,3,4,4,4,4,5,4,4,3,2,3,4,2,3,3,4,3,3,2,4,3,3
liss,55,3,3,3,4,1,4,3,3,3,3,3,5,3,5,5,5,5,5,3,4,5,4,5,4,5,1,3,4,3,3,3,3,5,5,4,3,3,3,3,5,1,1,4,2,2,1,2,3,1,3
liss,75,1,1,3,1,1,2,3,1,3,3,3,2,1,5,4,1,3,5,2,1,1,5,1,1,1,1,1,1,1,5,3,3,3,5,3,3,3,3,3,5,2,5,1,5,4,5,4,5,5,5
liss,65,3,4,4,4,2,4,3,3,3,3,4,3,4,5,4,5,5,4,4,4,4,4,5,4,4,2,4,3,4,4,4,5,4,5,4,4,4,4,3,4,2,4,4,3,3,2,2,4,3,3
liss,52,1,4,3,4,2,4,2,3,3,3,4,4,3,5,4,5,5,4,5,3,3,3,4,2,2,2,3,2,2,3,3,4,4,5,3,3,2,4,3,2,4,3,2,3,3,2,2,4,2,3
liss,44,1,4,3,4,2,4,2,3,3,3,4,5,3,5,3,5,4,4,3,4,3,3,4,3,3,3,3,3,4,4,2,4,4,5,4,4,3,4,5,4,2,4,4,3,2,2,2,4,2,2
liss,26,3,3,3,4,3,4,3,4,3,4,4,4,4,5,4,4,3,5,3,3,2,2,4,2,2,2,2,2,3,4,4,4,4,5,4,4,3,4,4,4,2,5,2,2,1,1,2,3,2,1
liss,39,4,5,3,4,5,4,3,4,5,2,3,4,4,5,3,5,4,5,4,4,4,4,5,3,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,3,2,3,1,1,3,2,2,3,2,2
liss,43,4,2,3,4,1,4,3,3,4,3,3,2,3,4,5,4,4,5,5,5,4,4,5,3,4,2,2,2,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,2,2,1,2,3,3,1
liss,67,2,3,2,3,1,2,2,1,2,1,3,5,4,5,3,2,4,5,3,2,1,2,2,1,1,1,1,2,1,2,2,3,4,1,5,5,2,3,4,4,2,4,5,5,5,4,4,4,4,4
liss,41,4,3,4,4,2,4,3,2,3,4,4,3,3,4,2,1,3,4,4,4,4,5,4,4,4,4,4,3,5,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3,4,3,3,4,2,3
liss,35,4,4,4,4,4,5,4,4,4,5,3,5,5,5,4,5,5,5,5,5,4,4,5,2,4,2,1,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,3,4,2,2,5,3,2
liss,19,5,4,3,4,4,4,4,4,4,2,3,2,4,3,2,4,3,5,3,4,4,5,5,5,5,3,4,4,4,4,5,5,4,4,5,4,4,5,5,4,2,3,2,3,2,2,3,3,2,3
liss,49,4,4,4,4,4,4,4,4,4,5,4,2,3,3,2,2,2,4,2,5,4,5,4,2,4,2,1,4,5,5,5,1,4,4,4,4,3,4,2,4,4,2,3,3,3,2,2,4,3,3
liss,24,5,5,4,5,4,3,5,4,4,1,5,2,4,3,3,3,4,2,2,4,5,5,4,5,5,4,5,4,5,4,4,5,4,3,4,4,3,4,4,4,4,4,4,4,5,4,4,5,4,4
liss,55,5,4,5,5,4,3,5,4,3,5,3,2,5,4,3,4,3,5,4,5,3,3,3,3,2,1,1,3,4,4,5,5,4,4,5,4,4,1,4,4,4,4,4,2,4,3,4,4,4,4
liss,32,4,5,4,4,2,2,3,1,1,3,2,1,2,3,2,1,2,4,2,4,5,3,5,4,5,4,4,5,5,4,5,5,5,3,5,4,2,5,5,5,3,2,2,2,4,3,2,4,3,3
liss,70,4,5,4,5,3,4,4,3,3,4,4,5,4,5,4,4,4,5,4,3,4,3,4,3,3,1,3,3,3,4,4,4,5,5,5,4,3,4,3,4,2,2,3,3,2,2,2,3,2,3
liss,58,3,3,2,4,2,4,2,3,3,2,2,4,3,4,3,4,4,4,3,4,3,2,4,2,3,2,2,2,2,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,2,3,2,4,3,3
liss,28,4,4,4,5,3,4,4,5,4,5,4,4,4,4,3,4,4,5,3,4,4,5,5,4,4,2,3,5,5,5,5,5,4,5,5,4,5,4,4,4,2,1,2,1,2,1,1,4,2,1
liss,75,4,4,4,5,3,4,4,5,5,3,4,3,4,4,3,3,4,4,4,4,2,2,3,2,3,1,3,2,3,3,2,4,4,4,4,4,2,4,4,4,3,3,4,4,3,2,4,4,3,2
liss,31,5,3,3,3,1,3,4,2,2,4,3,4,5,4,4,4,4,5,3,5,4,4,4,2,2,1,2,3,3,5,5,4,3,5,5,3,2,4,4,5,3,2,5,3,3,2,3,5,3,2
liss,26,3,4,3,4,2,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4
liss,62,3,4,3,4,3,2,3,4,4,4,4,5,4,5,3,4,2,5,4,3,2,3,4,3,2,2,2,3,3,4,4,4,4,5,3,3,2,4,4,4,2,2,2,1,2,1,2,2,2,1
liss,85,4,4,4,4,1,5,4,4,5,4,4,5,4,5,5,5,5,5,5,5,4,3,4,4,3,2,4,3,4,4,4,4,4,5,4,4,2,5,2,5,2,1,1,1,1,1,1,4,1,1
liss,69,3,2,3,4,2,4,2,2,4,4,4,5,3,4,4,4,5,4,4,4,2,3,3,2,4,2,4,4,3,3,3,2,4,5,4,4,2,4,2,4,4,4,4,3,4,2,4,5,2,2
liss,22,4,3,3,3,2,3,3,3,3,3,3,1,4,3,2,2,2,3,3,4,4,3,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,2
liss,62,3,4,3,3,2,4,3,4,3,4,3,3,4,4,3,3,3,4,3,4,3,4,4,3,3,4,3,3,3,3,5,4,4,5,4,4,4,4,4,4,3,4,3,3,3,2,3,4,3,4
liss,45,3,3,3,4,1,4,4,3,3,3,4,4,4,4,3,5,3,5,4,4,4,4,5,3,2,1,1,1,3,4,4,3,4,4,4,4,3,4,4,5,2,2,4,2,3,2,2,4,2,2
liss,60,3,4,4,5,3,5,5,3,3,5,5,4,4,5,4,5,5,5,1,1,5,2,5,2,5,5,1,5,5,3,2,5,5,5,5,4,5,2,4,5,2,3,3,2,2,3,2,4,3,3
liss,65,3,3,4,5,3,5,4,3,4,1,4,4,3,2,4,4,5,5,3,4,4,3,4,3,4,1,3,3,3,3,3,3,3,5,4,4,5,4,2,3,2,5,2,3,2,1,2,4,3,1
liss,31,4,3,3,4,1,3,5,3,3,5,4,5,5,5,5,5,4,2,3,3,5,4,4,2,3,1,2,4,4,4,1,4,5,5,4,4,2,5,5,5,1,1,1,1,2,1,1,4,1,1
liss,81,3,2,3,4,1,4,2,3,3,4,5,2,5,5,4,2,2,5,4,2,3,2,3,2,1,2,1,2,2,3,5,4,4,5,4,4,4,4,3,4,3,2,4,4,4,3,4,4,2,1
liss,66,2,3,2,4,3,4,3,3,4,3,3,1,4,3,2,1,3,4,3,4,2,2,3,2,4,1,3,2,3,3,5,4,4,5,4,4,2,4,5,5,4,2,3,3,4,2,3,3,2,2
liss,16,3,3,4,4,3,3,4,3,3,4,4,3,3,2,3,3,3,3,2,3,3,4,4,2,4,3,3,3,4,3,2,3,3,3,3,3,3,2,4,4,3,3,3,4,2,3,2,4,4,4
liss,57,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,4,4,3,4,2,4,4,4,4,4,3,3,4,3,4,5,4,4,4,4,4,2,4,4,4,2,3,3,2,3,2,3,3,2,2
liss,35,5,4,4,3,1,1,4,3,3,5,4,5,3,4,4,5,4,5,4,5,2,2,4,1,1,1,1,1,1,2,5,5,1,4,5,3,3,2,5,4,4,5,2,2,2,3,3,1,2,3
liss,71,4,5,3,3,4,3,3,4,2,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,2,3,4,4,4,5,4,4,4,5,5,5,4,4,4,2,2,3,2,2,1,3,3,3,4
liss,67,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,4,3,4,2,4,4,2,3,3,3,4,3,4,5,4,5,5,5,4,3,4,5,4,3,2,4,4,4,3,2,4,3,2
liss,58,2,3,3,2,3,3,2,3,2,2,3,3,3,4,3,3,3,4,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,5,3,3,4,3,3,3,2,2,2,3,3,1,4,3,2,1
liss,43,3,4,3,4,3,3,3,3,3,4,3,3,4,5,3,4,4,5,3,4,3,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,2,4,4,4,2,1,2,2,2,1,3,3,2,2
liss,43,1,3,3,3,1,4,2,3,3,3,4,5,3,5,4,5,4,4,4,3,3,4,3,2,3,1,1,2,3,4,4,4,3,5,4,3,3,3,4,4,2,2,3,2,3,1,2,2,1,1
liss,54,4,5,4,4,2,4,2,3,3,4,4,2,4,4,2,5,2,5,4,3,4,1,4,2,3,2,2,2,4,2,5,4,4,4,4,4,4,4,5,4,2,2,2,1,1,1,2,4,2,1
liss,61,3,4,2,4,3,4,2,4,3,3,2,2,4,2,2,3,4,4,3,2,2,1,5,2,3,2,2,2,3,2,4,4,3,5,4,2,4,4,4,4,2,2,2,2,2,2,2,4,2,1
liss,42,4,3,3,3,2,3,4,3,3,4,3,5,3,4,2,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,2,2
liss,81,3,4,2,4,3,2,3,4,2,4,4,4,4,5,4,4,4,4,2,4,4,2,3,2,2,2,4,2,3,2,3,3,4,4,4,3,4,3,3,2,4,4,3,3,4,2,4,4,2,2
liss,47,4,3,4,3,2,3,4,3,3,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,2,2,3,4,3,4,4,4,4,4,4,3,4,4,4,3,2,2,3,3,2,3,3,3,2
liss,60,1,4,4,4,1,5,3,2,4,1,3,5,5,5,5,5,5,5,3,1,3,2,4,1,2,1,1,1,2,2,5,4,5,5,5,4,4,5,5,5,2,5,5,4,3,3,2,5,3,3
liss,57,5,5,5,5,3,4,5,2,3,5,3,3,4,4,4,5,5,5,3,5,4,5,3,2,2,1,1,1,5,4,5,5,4,5,5,4,3,5,5,5,3,3,4,3,4,3,4,5,2,3
liss,48,2,5,4,4,4,4,3,4,4,2,3,3,3,4,2,2,4,4,3,4,4,3,4,2,4,2,2,4,3,4,4,4,4,5,2,4,3,4,4,3,2,2,2,2,2,1,3,4,1,2
liss,55,3,4,3,4,3,4,3,3,3,4,4,4,4,3,4,4,4,3,3,2,4,2,4,3,3,3,2,3,3,3,4,4,3,5,4,3,2,4,4,4,2,3,3,3,2,2,2,3,3,2
liss,63,3,4,4,5,1,5,5,3,3,2,3,5,4,5,4,5,5,5,3,3,4,2,5,2,5,1,2,1,5,5,5,5,5,5,5,5,3,5,5,5,2,3,5,2,1,4,2,5,4,3
liss,64,4,3,3,3,3,4,3,2,3,4,2,5,2,4,4,4,4,4,4,4,3,4,3,2,3,3,2,2,2,2,4,4,4,5,4,4,4,4,2,4,4,2,4,3,4,4,4,4,4,4
liss,56,4,3,4,3,2,4,5,4,4,3,3,4,4,3,4,2,4,4,4,2,4,3,4,1,4,2,1,2,3,2,2,4,3,5,5,4,4,4,4,4,4,3,3,4,4,4,3,4,3,5
liss,38,5,3,4,4,2,4,4,4,3,5,3,2,4,4,1,4,3,5,2,2,4,3,3,4,3,3,3,4,3,3,5,4,3,5,4,3,3,4,4,3,1,3,2,1,2,2,3,3,2,1
liss,47,4,3,5,5,3,3,5,5,4,4,2,3,4,5,3,1,3,4,2,5,4,4,4,4,4,3,3,4,4,5,5,5,4,5,5,5,4,5,5,4,2,2,1,1,1,2,2,3,1,1
liss,67,4,5,5,5,1,5,5,3,3,5,4,2,4,3,5,3,5,5,1,5,5,1,4,3,5,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,3,3,3,1,1,2,3,1,1
liss,30,3,4,3,3,2,5,4,3,3,3,3,1,3,3,3,2,3,3,4,5,4,4,5,4,4,1,1,5,4,4,2,4,4,3,3,3,4,4,4,5,2,3,4,3,5,1,3,4,2,2
liss,59,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,5,4,5,4,4,5,3,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,4,2,2
liss,61,4,4,4,4,1,5,4,4,4,5,3,5,4,5,4,5,5,5,4,4,4,4,4,2,5,2,4,4,4,5,4,4,4,4,5,4,2,5,3,5,2,2,2,1,2,1,2,4,2,1
liss,52,4,4,3,4,3,4,3,4,4,4,4,4,4,5,4,5,4,4,3,1,4,3,4,3,4,2,2,3,4,4,4,5,2,5,4,4,4,4,5,4,1,2,2,2,2,2,2,2,2,2
liss,47,4,5,4,5,4,4,5,5,4,4,3,4,3,3,2,3,4,5,5,5,4,5,4,4,5,4,3,4,5,5,4,5,4,2,4,4,4,4,5,4,3,4,3,3,4,1,2,2,3,2
liss,41,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,4,5,4,4,2,4,4,5,4,4,4,4,4,4,3,3,3,3,4,2,3,4,3,2
liss,48,1,5,3,4,2,5,3,2,2,3,5,5,4,5,5,5,4,5,5,5,2,4,2,2,2,1,2,2,4,4,1,5,5,5,5,5,1,5,5,5,4,1,2,1,2,1,2,4,1,1
liss,31,5,4,5,5,4,5,5,5,1,5,5,3,5,4,3,3,4,5,4,5,5,5,5,4,5,3,2,4,5,5,4,5,5,5,4,4,3,5,4,4,1,1,2,1,1,1,2,2,2,1
liss,22,3,3,3,4,3,3,4,3,3,3,3,4,4,4,2,4,4,4,3,4,3,4,4,3,4,2,3,4,3,4,5,4,4,3,4,4,2,2,4,4,4,4,2,2,3,3,2,4,4,4
liss,21,4,2,4,4,1,4,4,3,3,3,3,4,4,3,4,5,4,3,3,4,4,4,4,3,2,3,3,2,4,4,4,4,3,3,4,4,4,3,4,4,4,3,5,4,4,3,4,4,3,4
liss,35,3,2,4,4,3,3,3,4,3,4,3,3,3,3,4,2,5,2,3,3,3,4,4,2,4,2,4,4,3,3,5,3,4,4,2,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3
liss,52,3,3,4,4,2,2,4,2,2,4,3,2,2,4,2,1,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2
liss,66,4,4,3,5,3,4,3,3,2,3,3,5,3,5,5,5,5,5,4,5,4,4,5,3,3,1,1,1,2,5,5,5,5,4,5,5,4,5,5,5,3,2,3,3,3,2,5,4,1,2
liss,43,5,4,4,5,3,4,4,3,3,4,4,4,5,5,3,4,5,5,4,5,4,3,5,2,4,2,3,3,4,3,3,4,5,5,4,3,2,1,3,5,3,4,4,3,3,3,3,5,3,2
liss,40,4,4,3,4,2,3,3,3,3,4,3,3,4,5,3,4,4,4,3,4,3,3,4,2,2,2,2,2,3,4,4,4,4,5,4,4,4,4,4,4,3,2,4,3,3,2,2,4,2,2
liss,73,5,5,4,4,2,4,5,4,4,5,2,5,4,5,5,5,5,5,4,4,4,5,4,5,4,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,2,1,2,2,3,1,2,4,1,1
liss,79,5,5,4,4,3,4,4,2,3,5,4,5,4,5,5,5,5,5,5,4,4,3,5,2,5,2,4,2,4,5,5,4,5,5,5,5,3,5,5,5,1,2,1,1,3,1,1,4,1,1
liss,44,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,4,5,4,5,2,4,4,4,4,5,5,4,5,4,4,2,5,4,4,1,1,1,1,1,1,1,1,2,1
liss,25,4,4,4,4,4,4,4,3,3,5,4,5,5,4,4,5,4,5,4,4,4,5,5,4,4,3,3,5,4,4,5,5,3,4,5,4,4,5,5,4,3,4,4,3,3,4,2,4,4,3
liss,41,3,4,3,3,3,4,3,2,2,2,3,3,4,4,4,4,4,2,4,4,4,2,4,2,4,3,4,2,3,3,3,4,4,2,4,4,4,2,2,4,3,2,4,3,3,3,2,5,4,4
liss,49,3,4,2,3,2,4,3,3,3,3,4,2,2,3,4,3,3,3,4,3,4,3,4,2,2,4,4,3,3,4,2,3,2,5,2,3,2,3,1,3,3,2,3,2,3,4,2,3,4,2
liss,56,4,5,3,5,2,5,2,2,4,3,5,5,5,4,4,5,5,5,2,5,1,1,4,1,1,1,1,1,4,1,1,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,2,3
liss,73,4,2,3,4,1,5,4,3,3,4,3,3,3,4,3,3,4,4,4,4,3,3,5,2,4,1,4,4,4,3,4,5,4,4,3,3,1,3,5,3,4,2,2,1,1,1,2,5,1,1
liss,38,2,4,3,4,3,3,3,4,2,4,4,3,4,3,3,4,4,2,2,3,3,2,4,2,4,3,3,3,2,3,3,3,3,3,3,2,2,3,3,4,2,3,2,3,2,3,2,3,3,3
liss,45,4,4,4,4,3,4,4,5,5,2,5,5,4,5,2,5,5,5,5,4,3,4,4,4,3,2,2,4,4,4,5,4,4,3,5,4,3,4,5,4,4,3,3,3,3,3,4,4,3,3
liss,38,3,5,4,4,4,3,3,3,3,3,3,1,3,5,3,2,4,4,4,4,5,5,5,4,5,5,5,4,5,4,4,5,5,3,4,5,3,5,4,4,3,1,2,2,2,1,3,4,2,1
liss,34,3,5,4,4,3,3,5,4,4,4,3,3,4,3,3,3,3,4,3,4,4,5,4,4,3,3,3,4,4,4,5,5,3,5,4,4,4,5,5,4,3,3,3,3,4,3,3,4,3,3
liss,34,4,4,3,4,1,4,4,3,3,5,4,3,3,5,3,2,4,5,4,4,4,5,5,2,5,2,1,4,5,4,5,5,5,5,5,5,5,5,5,5,3,4,2,4,4,3,3,5,2,2
liss,22,2,4,4,4,4,4,2,2,2,2,2,4,4,3,4,4,4,2,2,4,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,3,4,2,2
liss,68,1,4,1,4,3,3,5,3,3,1,3,4,3,5,3,5,4,5,3,3,2,2,3,1,2,2,1,2,2,2,4,3,2,5,3,3,2,2,2,3,2,1,1,1,1,1,2,3,2,1
liss,52,5,4,4,4,3,4,5,4,4,4,3,5,4,5,4,4,5,5,4,4,5,3,4,2,5,3,2,4,4,4,5,5,4,5,5,5,5,5,5,5,1,2,2,2,2,1,3,3,2,2
liss,46,4,5,4,3,2,3,3,2,2,3,5,5,4,4,4,4,5,4,4,4,2,4,2,3,2,2,2,3,2,4,2,3,3,4,4,4,3,4,2,3,3,3,4,3,2,3,3,4,3,4
liss,42,4,3,1,3,2,5,1,2,2,4,4,4,4,5,3,5,5,5,4,4,3,3,4,2,2,1,1,3,4,1,5,4,4,5,4,5,4,2,4,4,5,4,4,3,5,3,4,4,4,4
liss,31,3,3,3,4,2,4,3,4,3,3,3,3,3,4,2,3,3,4,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,2,4,4,2,3,2,3,3,3,2,2,3,2,2
liss,50,4,3,4,4,4,3,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,2,4,3,4,3,4,5,4,4,3,3,3,5,2,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3
liss,59,4,4,4,4,3,4,4,2,2,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,2
liss,66,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,3,1,5,5,1,1,1,1,1,1,1,5,5,1,1
liss,43,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,2,3,4,3,4,4,4,4,4,4,4,4,5,2,4,4,4,4,2,4,4,4,4,2,2,2,2,1,2,2,2,2
liss,32,3,5,4,5,5,2,4,4,4,3,4,5,5,5,5,5,4,4,4,4,4,5,5,4,4,1,2,4,4,5,5,5,4,5,5,4,4,5,5,4,3,1,4,2,2,1,2,4,2,1
liss,28,4,3,4,4,1,3,4,5,5,2,3,5,4,5,4,4,4,4,4,4,4,5,4,3,4,3,4,3,3,5,5,4,4,5,4,4,1,4,3,3,2,1,1,1,1,1,2,2,1,1
liss,32,2,4,4,4,2,3,4,4,4,4,3,4,4,5,4,4,4,5,5,5,4,3,4,3,2,1,1,1,2,4,5,2,3,4,4,5,5,2,2,4,5,2,2,2,3,2,2,2,3,2
liss,55,4,4,3,4,3,2,2,4,3,2,4,2,4,2,2,2,3,4,2,3,2,4,2,1,1,1,1,2,2,3,4,3,2,2,4,2,2,3,4,4,4,4,4,3,2,4,2,2,4,4
liss,59,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,4,3,3,4,3,4,4,5,4,5,4,4,3,4,4,4,2,3,3,3,3,2,3,4,2,4
liss,56,4,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,1,2,3,5,2,2,2,4,2,2,2,2,2,3,4,3,4,2,2,4,2,2,3,4,2,2,2,4,2,2
liss,54,1,4,3,3,3,2,2,3,3,3,3,2,2,3,1,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,3,3,2,4,3,3,3,2,3,4,4,4,4
liss,18,2,3,4,4,3,4,3,4,4,3,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,3,4,4,4,4,4,5,4,4,3,4,2,4,3,2,3,2,2,3,2,3,3,3
liss,40,4,5,4,5,4,4,5,5,4,5,3,3,4,4,3,2,4,5,4,4,4,3,3,2,1,3,3,3,4,5,5,4,4,5,4,4,5,3,4,4,2,3,3,2,2,2,2,4,3,2
liss,57,1,5,4,5,3,5,4,4,4,4,5,5,4,5,4,5,4,5,4,5,3,3,4,3,4,2,3,3,3,4,5,4,4,4,4,4,3,4,4,4,3,2,3,2,3,2,2,3,2,1
liss,20,5,4,4,3,4,3,4,3,3,5,3,2,4,2,3,2,5,3,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,5,3,3,4,3,3
